whitney_no,root,homonym,gloss,ryad_derived,ryad_conf,z_series,z_set,set_derived,z_url,ryad_1978,ryad_1978_basis,openness_1978,polnoizm_1978,polnoizm_1978_basis
315,tul,,"lift, weigh",U₁,high,U1,seṭ,,https://samskrtam.ru/z/verb.php?id=936,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
184,guph,,twine,U₁,high,U1,seṭ,,https://samskrtam.ru/z/verb.php?id=425,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
184,guph,,twine,U₁,high,U1,seṭ,,https://samskrtam.ru/z/verb.php?id=426,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
185,gur,,greet,U₁,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=427,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
186,gulph,,bunch,U₁,high,U1,seṭ,,https://samskrtam.ru/z/verb.php?id=428,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
187,guh,,hide,U₁,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=429,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
205,ghuṭ,,turn,U₁,high,U1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=430,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
206,ghuṣ,,sound,U₁,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=431,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
229,cud,,impel,U₁,high,U1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=432,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
230,cup,,stir,U₁,high,U1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=433,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
231,cumb,,kiss,U₁,high,U1,seṭ,seṭ,https://samskrtam.ru/z/verb.php?id=434,U₁,§66-rule,closed,defective,§67-rule-2 (heavy closed)
232,cur,,steal,U₁,high,U1,,,https://samskrtam.ru/z/verb.php?id=435,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
237,cyu,,"move, stir",U₁,high,U1,aniṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=436,U₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
238,cyut,,drip,U₁,high,U1,veṭ,,https://samskrtam.ru/z/verb.php?id=437,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
244,chur,,scatter,U₁,high,U1,seṭ,,https://samskrtam.ru/z/verb.php?id=439,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
262,juṣ,,enjoy,U₁,high,U1,veṭ,aniṭ,https://samskrtam.ru/z/verb.php?id=440,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
271,jyut,,shine,U₁,high,U1,,,https://samskrtam.ru/z/verb.php?id=441,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
309,tu,,be strong,U₁,high,U1,,,https://samskrtam.ru/z/verb.php?id=442,U₁,§66-rule,open,full,§67-rule-1 (open i/ī/u/ū)
311,tuj,,"urge, thrust",U₁,high,U1,veṭ,,https://samskrtam.ru/z/verb.php?id=443,U₁,§66-rule,closed,full,§67-rule-1 (closed short i/u + C)
