L_id	k1	hom	headword_iast	base_slp1	base_iast	cue	base_type	deriv_kind	suffix	citation
92075	vinivftti		vinivṛtti	vart	vart	von	nominal	denominal-other		M. 8,368
92076	vinivedana		vinivedana	vid	vid	von	root	krt		KATHĀS. 38,145
92077	viniveSa		viniveśa	viS	viś	von	root	krt		GĪT. 12,2
92078	viniveSana		viniveśana	viS	viś	von	root	krt		RĀJA-TAR. 3,355
92079	viniveSin		viniveśin	viS	viś	von	root	krt		KATHĀS. 6,166
92080	viniScaya		viniścaya	ci	ci	von	root	krt		M. 8,277
92082	viniScAyin		viniścāyin	ci	ci	von	root	krt		SARVADARŚANAS. 42,20
92084	vinizpAta		viniṣpāta	pat	pat	von	root	krt		BHĀG. P. 10,56,25
92085	vinizpAdya		viniṣpādya	pad	pad	von	root	krt		MĀRK. P. 121,14
92086	vinizpeza		viniṣpeṣa	piz	piṣ	von	root	krt		MBH. 3,443
92090	vinItatA		vinītatā	vinIta	vinīta	von	nominal	taddhita	tA	KĀM. NĪTIS. 4,8
92096	vinIti		vinīti	nI	nī	von	root	krt		Spr. 4146
92098	vinIya		vinīya	nI	nī	von	root	krt		P. 3,1,117
92101	vinutti		vinutti	nud	nud	von	root	krt		KĀṬH. 26,1
92103	vinetar		vinetar	nI	nī	von	root	krt		MED. t. 157
92106	vineya		vineya	nI	nī	von	root	krt		P. 3,1,117
92108	vinoda		vinoda	nud	nud	von	root	krt		VARĀH. BṚH. S. 53,88
92110	vinodavant		vinodavant	vinoda	vinoda	von	nominal	denominal-other		KATHĀS. 59,150
92111	vinodin		vinodin	nud	nud	von	root	krt		ŚĀK. 69
92114	vinda		vinda	vind	vind	von	nominal	denominal-other		P. 3,1,138
92117	vindu	2	vindu	vid	vid	von	root	krt		P. 3,2,169
92118	vindu	3	vindu	vid	vid	von	root	krt		AJAYAPĀLA
92119	bindupratizWAnamaya		bindupratiṣṭhānamaya	bi˚	bi˚	von	nominal	denominal-other		Verz. d. Oxf. H. 110,a, No. 173, Śl. 4
92120	bindula		bindula	bindu	bindu	von	nominal	denominal-other		SUŚR. 2,287,20
92138	vinDyavant		vindhyavant	vinDya	vindhya	von	nominal	denominal-other		MĀRK. P. 21,34
92148	vinyaya		vinyaya	i	i	von	root	krt		TS. PRĀT. 23,2
92149	vinyasya		vinyasya	as	as	von	root	krt		VARĀH. BṚH. S. 48,46
92151	vinyAsa		vinyāsa	as	as	von	root	krt		SĀH. D. 143
92151	vinyAsa		vinyāsa	vinyaya	vinyaya	von	nominal	denominal-other		SĀH. D. 143
92152	vip	1	vip	vep	vep	von	nominal	denominal-other		DHĀTUP. 10,6
92155	vipaktrima		vipaktrima	pac	pac	von	root	krt		BHAṬṬ. 1,10
92163	vipakzIya		vipakṣīya	vipakza	vipakṣa	von	nominal	taddhita	Iya	BHĀG. P. 10,53,20
92166	vipaRa		vipaṇa	paR	paṇ	von	root	krt		AK. 2,9,83
92171	vipatti		vipatti	pad	pad	von	root	krt		Spr. (II) 415
92173	vipatman		vipatman	pat	pat	von	root	krt		ṚV. 1,180,2
92181	vipannatA		vipannatā	vipanna	vipanna	von	nominal	taddhita	tA	VARĀH. BṚH. S. 51,22
92182	vipanyA		vipanyā	pan	pan	von	root	krt		ṚV. 10,72,1
92185	vipariRAma		vipariṇāma	nam	nam	von	root	krt		SADDH. P. 4,26,b
92187	vipariDAna		viparidhāna	DA	dhā	von	root	krt		KAUŚ. 17
92188	vipariBraMSa		viparibhraṃśa	BraMS	bhraṃś	von	root	krt		MBH. 5,1419
92189	viparilopa		viparilopa	lup	lup	von	root	krt		ŚAT. BR. 14,7,1,23
92191	viparivartana		viparivartana	vart	vart	von	nominal	denominal-other		KATHĀS. 46,121
92192	viparivftti		viparivṛtti	vart	vart	von	nominal	denominal-other		PRAB. 72,14
92194	viparItaka		viparītaka	viparIta	viparīta	von	nominal	taddhita	ka	Spr. 2999
92197	viparItavat		viparītavat	viparIta	viparīta	von	nominal	taddhita	vat	Spr. 4216
92206	viparyaya		viparyaya	i	i	von	root	krt		BHĀG. P. 5,21,5
92206	viparyaya		viparyaya	krI	krī	von	root	krt		BHĀG. P. 5,21,5
92210	viparyAsa		viparyāsa	as	as	von	root	krt		AK. 3,3,33
92213	vipalAyin		vipalāyin	palAy	palāy	von	nominal	denominal-other		Spr. 4499
92216	vipavya		vipavya	pU	pū	von	root	krt		P. 3,1,117
92221	vipaSyana		vipaśyana	paS	paś	von	root	krt		WASSILJEW 141
92223	vipas		vipas	vip	vip	von	root	krt		
92225	vipAka		vipāka	pac	pac	von	root	krt		ṚV. 1,168,7
92227	vipAkin		vipākin	pac	pac	von	root	krt		MĀLATĪM. 83,8. fg.
92227	vipAkin		vipākin	vipAka	vipāka	von	nominal	taddhita	in	MĀLATĪM. 83,8. fg.
92229	vipAwaka		vipāṭaka	paw	paṭ	von	root	krt		MĀRK. P. 58,10
92235	vipARqutA		vipāṇḍutā	vipARqu	vipāṇḍu	von	nominal	taddhita	tA	ṚT. 4,10
92239	vipAtana		vipātana	pat	pat	von	root	krt		P. 7,3,39
92240	vipAdikA		vipādikā	vi	vi	von	prefix	prefixed		SUŚR. 1,269,9
92241	vipAna		vipāna	pA	pā	von	root	krt		VS. 19,72
92248	vipASana		vipāśana	pASay	pāśay	von	nominal	denominal-other		NIR. 4,3
92253	vipinAy		vipināy	vipina	vipina	von	nominal	denominal-other		GĪT. 4,10
92254	vipIqam		vipīḍam	vi	vi	von	prefix	prefixed		RAGH. 18,28
92257	vipucCay		vipucchay	vi	vi	von	prefix	prefixed		
92262	vipulatA		vipulatā	viyula	viyula	von	nominal	denominal-other		ŚĀK. 9
92266	vipulay		vipulay	vipula	vipula	von	nominal	denominal-other		BHĀG. P. 4,8,69
92274	vipUya		vipūya	muYja	muñja	von	nominal	denominal-other		P. 3,1,117
92274	vipUya		vipūya	pU	pū	von	root	krt		P. 3,1,117
92276	vipfkvant		vipṛkvant	parc	parc	von	nominal	denominal-other		SĀY.
92281	vipra		vipra	vip	vip	von	root	krt		UṆĀDIS. 2,28
92282	viprakarza		viprakarṣa	karz	karṣ	von	nominal	denominal-other		P. 5,1,64
92283	viprakAra		viprakāra	kar	kar	von	nominal	denominal-other		AK. 3,3,15
92287	viprakIrRatva		viprakīrṇatva	viprakIrRa	viprakīrṇa	von	nominal	taddhita	tva	KUMĀRILA
92288	viprakft		viprakṛt	kar	kar	von	nominal	denominal-other		BHĀG. P. 6,17,11
92292	viprakfzwatva		viprakṛṣṭatva	viprakfzwa	viprakṛṣṭa	von	nominal	taddhita	tva	MBH. 3,1747
92293	vipraklapti		vipraklapti	kalp	kalp	von	nominal	denominal-other		KĀTY. ŚR. 25,4,16
92302	vipraRASa		vipraṇāśa	naS	naś	von	root	krt		MBH. 15,923
92303	vipratA		vipratā	vipra	vipra	von	nominal	taddhita	tA	Spr. 4713
92304	vipratAraka		vipratāraka	tar	tar	von	nominal	denominal-other		H. an. 3,412
92306	vipratipatti		vipratipatti	pad	pad	von	root	krt		SUŚR. 1,112,11
92308	vipratizeDa		vipratiṣedha	siD	sidh	von	root	krt		MBH. 12,7990
92309	vipratisAra		vipratisāra	sar	sar	von	nominal	denominal-other		RĀYAM.
92313	vipratva		vipratva	vipra	vipra	von	nominal	taddhita	tva	YĀJÑ. 2,304
92316	viprapAta		viprapāta	pat	pat	von	root	krt		PAÑCAT. ed. Bomb. II, 53
92322	vipramATin		vipramāthin	maT	math	von	root	krt		Spr. 4572
92323	vipramAdin		vipramādin	mad	mad	von	root	krt		Spr. 4572
92324	vipramokza		vipramokṣa	mokz	mokṣ	von	root	krt		CHĀND. UP. 7,26,2
92325	vipramokzaRa		vipramokṣaṇa	mokzay	mokṣay	von	nominal	denominal-other		HARIV. 11271
92326	vipramocya		vipramocya	muc	muc	von	root	krt		R. 2,46,23
92327	vipramoha		vipramoha	muh	muh	von	root	krt		ĀŚV. ŚR. 1,2,12
92328	viprayARa		viprayāṇa	yA	yā	von	root	krt		ŚABDĀRTHAK.
92329	viprayoga		viprayoga	yuj	yuj	von	root	krt		P. 5,1,64
92330	viprayogin		viprayogin	viprayoga	viprayoga	von	nominal	taddhita	in	KATHĀS. 104,77
92334	vipralamBa		vipralambha	laB	labh	von	root	krt		P. 7,1,67
92338	vipralaya		vipralaya	lI	lī	von	root	krt		UTTARAR. 105,15 (143,8)
92339	vipralApa	1	vipralāpa	lap	lap	von	root	krt		ed. Bomb.
92341	vipralumpaka		vipralumpaka	lup	lup	von	root	krt		M. 8,309
92342	vipraloBin		vipralobhin	luB	lubh	von	root	krt		RĀJAN.
92343	vipravAda		vipravāda	vad	vad	von	root	krt		MBH. 13,2614
92344	vipravAsa		vipravāsa	vas	vas	von	root	krt		MBH. 3,15870
92345	vipravAsana		vipravāsana	vas	vas	von	root	krt		R. 2,33,11
92349	vipravrAjin		vipravrājin	vraj	vraj	von	root	krt		ĀŚV. GṚHY. 1,5,5
92351	vipraSna		vipraśna	praC	prach	von	root	krt		P. 5,1,64
92352	vipraSnika		vipraśnika	vipraSna	vipraśna	von	nominal	taddhita	ika	H. 483
92353	viprasAt		viprasāt	vipra	vipra	von	nominal	denominal-other		RAGH. ed. Calc. 11,85
92354	viprasAraRa		viprasāraṇa	sar	sar	von	nominal	denominal-other		SUŚR. 1,115,16
92355	viprahARa		viprahāṇa	hA	hā	von	root	krt		MBH. 12,7949
92357	viprApaRa		viprāpaṇa	Ap	āp	von	root	krt		NIR. 7,13
92358	viprApta		viprāpta	vizpita	viṣpita	von	nominal	denominal-other		NIR. 6,20
92362	vipriyatva		vipriyatva	vipriya	vipriya	von	nominal	taddhita	tva	BHĀG. P. 1,7,16
92365	vipruzmant		vipruṣmant	vipruz	vipruṣ	von	nominal	denominal-other		BHĀG. P. 10,16,5
92366	viprekzaRa		viprekṣaṇa	Ikz	īkṣ	von	root	krt		R. 4,2,7
92371	viplava	1	viplava	plu	plu	von	root	krt		Spr. 5120
92374	viplavin		viplavin	plu	plu	von	root	krt		Spr. 5393
92376	viplAvaka		viplāvaka	plu	plu	von	root	krt		PRAB. 20,14
92382	viPalatA		viphalatā	viPala	viphala	von	nominal	taddhita	tA	Spr. 2670
92388	vibadDa		vibaddha	banD	bandh	von	root	krt		P. 4,2,80
92388	vibadDa		vibaddha	˚ka/	˚ka/	von	nominal	denominal-other		P. 4,2,80
92393	vibarha	1	vibarha	barh	barh	von	nominal	denominal-other		ŚĀṄKH. BR. 17,2
92400	vibADa		vibādha	bAD	bādh	von	root	krt		TRIK. 1,1,132
92401	vibADavant		vibādhavant	vibADa	vibādha	von	nominal	denominal-other		TS. 2,4,1,3
92409	vibuDatva		vibudhatva	vibuDa	vibudha	von	nominal	taddhita	tva	Verz. d. Oxf. H. 153,a, No. 328, Śl. 2
92416	vibuBUzA		vibubhūṣā	BU	bhū	von	root	krt		BHĀG. P. 3,3,9
92418	viboDa	1	vibodha	buD	budh	von	root	krt		ṚV. 10,133,4
92420	viboDana		vibodhana	buD	budh	von	root	krt		ṚV. 8,3,22
92422	viBaktatA		vibhaktatā	viBakta	vibhakta	von	nominal	taddhita	tA	SUŚR. 2,139,4
92423	viBaktar		vibhaktar	Baj	bhaj	von	root	krt		ṚV. 7,18,24
92427	viBaNga		vibhaṅga	BaYj	bhañj	von	root	krt		RAGH. 19,17
92429	viBajanIya		vibhajanīya	Baj	bhaj	von	root	krt		KULL.
92432	viBaYjanu		vibhañjanu	BaYj	bhañj	von	root	krt		ṚV. 4,17,13
92437	viBava		vibhava	BU	bhū	von	root	krt		TRIK. 3,5,5
92439	viBavavant		vibhavavant	viBava	vibhava	von	nominal	denominal-other		MṚCCH. 33,4
92443	viBAga		vibhāga	Baj	bhaj	von	root	krt		ṚV. 5,77,4
92447	viBAgavant		vibhāgavant	viBAga	vibhāga	von	nominal	denominal-other		SARVADARŚANAS. 135,17
92451	viBAgya		vibhāgya	Baj	bhaj	von	root	krt		LĀTY. 6,10,1. fgg.
92452	viBAja		vibhāja	Baj	bhaj	von	root	krt		ĀPAST. 1,23,2
92453	viBAjaka		vibhājaka	Baj	bhaj	von	root	krt		HARIV. 7430
92455	viBAjam		vibhājam	Baj	bhaj	von	root	krt		P. 3,4,12
92456	viBAjayitar		vibhājayitar	Baj	bhaj	von	root	krt		
92457	viBAjya	1	vibhājya	Baj	bhaj	von	root	krt		M. 9,219
92461	viBAnu		vibhānu	BA	bhā	von	root	krt		ṚV. 8,91,2
92462	viBAnt		vibhānt	BA	bhā	von	root	krt		AIT. BR. 7,26
92463	viBAva	1	vibhāva	BA	bhā	von	root	krt		ṚV. 1,148,1
92464	viBAva	2	vibhāva	BU	bhū	von	root	krt		PAÑCAR. 1,8,17
92467	viBAvan		vibhāvan	BA	bhā	von	root	krt		ṚV. 1,92,14
92468	viBAvana		vibhāvana	BU	bhū	von	root	krt		SIDDH. K. 249,a,10
92469	viBAvanIya		vibhāvanīya	BAvya	bhāvya	von	nominal	denominal-other		MĀRK. P. 102,12
92473	viBAvin		vibhāvin	BU	bhū	von	root	krt		MBH. 13,1219
92474	viBAvya		vibhāvya	BU	bhū	von	root	krt		ŚIŚ. 9,12
92475	viBAzA		vibhāṣā	BAz	bhāṣ	von	root	krt		TRIK. 3,4,6
92476	viBAsa		vibhāsa	BAs	bhās	von	root	krt		TAITT. ĀR. 1,7,1
92479	viBitti		vibhitti	Bid	bhid	von	root	krt		KĀṬH. 11,5
92487	viBIzaRa		vibhīṣaṇa	BI	bhī	von	root	krt		P. 3,1,134
92490	viBu		vibhu	BU	bhū	von	root	krt		P. 3,2,180
92492	viBuja		vibhuja	Buj	bhuj	von	root	krt		
92493	viButva		vibhutva	viBu	vibhu	von	nominal	taddhita	tva	ŚVETĀŚV. UP. 4,4
92495	viBumant		vibhumant	viBu	vibhu	von	nominal	denominal-other		ṚV. 8,85,16
92499	viBUtamanas		vibhūtamanas	vimanas	vimanas	von	nominal	denominal-other		NIR. 10,26
92502	viBUti		vibhūti	BU	bhū	von	root	krt		NIR. 11,9
92502	viBUti		vibhūti	viSvABuve	viśvābhuve	von	nominal	denominal-other		NIR. 11,9
92505	viBUtimant		vibhūtimant	viBUti	vibhūti	von	nominal	denominal-other		BHĀG. 10,41
92507	viBUman		vibhūman	BU	bhū	von	root	krt		TS. 3,3,5,2
92510	viBUzaRa		vibhūṣaṇa	BUz	bhūṣ	von	root	krt		R. 3,52,33
92511	viBUzaRavant		vibhūṣaṇavant	viBUzaRa	vibhūṣaṇa	von	nominal	denominal-other		MṚCCH. 61,2
92512	viBUzA		vibhūṣā	BUz	bhūṣ	von	root	krt		VARĀH. BṚH. 27 (25), 34
92513	viBUzin		vibhūṣin	viBUzA	vibhūṣā	von	nominal	taddhita	in	MBH. 13,890
92514	viBUzRu		vibhūṣṇu	BU	bhū	von	root	krt		ŚIV.
92515	viBftra		vibhṛtra	Bar	bhar	von	nominal	denominal-other		ṚV. 1,71,3
92517	viBetavya		vibhetavya	BI	bhī	von	root	krt		Spr. 1029
92518	viBettar		vibhettar	Bid	bhid	von	root	krt		Spr. 5233
92524	viBraMSa		vibhraṃśa	BraMS	bhraṃś	von	root	krt		MBH. 3,11254
92526	viBrama		vibhrama	Bram	bhram	von	root	krt		MĀLATĪM. 15,12
92527	viBramavatI		vibhramavatī	viBrama	vibhrama	von	nominal	denominal-other		PRAB.
92530	viBramin		vibhramin	Bram	bhram	von	root	krt		CHANDOM. 56
92532	viBrAja		vibhrāja	BrAj	bhrāj	von	root	krt		HARIV. 1064. fgg.
92534	viBrAnti		vibhrānti	Bram	bhram	von	root	krt		PRAB. 81,5
92535	viBrAzwi		vibhrāṣṭi	BrAj	bhrāj	von	root	krt		ṚV. 1,127,1
92536	viBru		vibhru	rAjan	rājan	von	nominal	denominal-other		MBH. 3,12705
92537	viBreza		vibhreṣa	Brez	bhreṣ	von	root	krt		ĀŚV. ŚR. 1,2,12
92537	viBreza		vibhreṣa	vipramoha	vipramoha	von	nominal	denominal-other		ĀŚV. ŚR. 1,2,12
92539	viBvan	1	vibhvan	BU	bhū	von	root	krt		ṚV. 1,113,1
92539	viBvan	1	vibhvan	viBvan	vibhvan	von	nominal	denominal-other		ṚV. 1,113,1
92545	vimati	1	vimati	man	man	von	root	krt		P. 1,3,47
92547	vimatitA		vimatitā	vimati	vimati	von	nominal	taddhita	tA	Spr. 954
92552	vimaTitar		vimathitar	maT	math	von	root	krt		ŚĀṄKH. ŚR. 13,3,4
92557	vimanAy		vimanāy	vimanas	vimanas	von	nominal	denominal-other		SĀH. D. 224
92562	vimanyuka		vimanyuka	vimanyu	vimanyu	von	nominal	taddhita	ka	AV. 6,43,1
92564	vimarda		vimarda	mard	mard	von	nominal	denominal-other		MBH. 14,2799
92569	vimarSa		vimarśa	marS	marś	von	nominal	denominal-other		PAÑCAV. BR. 14,10,3
92574	vimalaka		vimalaka	vimala	vimala	von	nominal	taddhita	ka	VARĀH. BṚH. S. 80,4
92578	vimalatA		vimalatā	vimala	vimala	von	nominal	taddhita	tA	MBH. 5,7217
92596	vimalay		vimalay	vimala	vimala	von	nominal	denominal-other		RAGH. 9,25
92614	vimalIkar		vimalīkar	˚karaRa	˚karaṇa	von	nominal	denominal-other		ŚĀRADĀTILAKA
92619	vimastakita		vimastakita	vi	vi	von	prefix	prefixed		WILSON
92625	vimATa		vimātha	maT	math	von	root	krt		TBR. 1,3,8,4
92627	vimAna	1	vimāna	mA	mā	von	root	krt		ṚV. 2,40,3
92628	vimAna	2	vimāna	man	man	von	root	krt		HARIV. 12039
92633	vimAnana		vimānana	man	man	von	root	krt		MBH. 12,2779
92635	vimAnayitavya		vimānayitavya	man	man	von	root	krt		MBH. 12,4326
92641	vimArga	3	vimārga	marj	marj	von	nominal	denominal-other		ŚKDR.
92645	vimiSraka		vimiśraka	vimiSra	vimiśra	von	nominal	taddhita	ka	VARĀH. BṚH. 28 (26), 4
92648	vimuktatA		vimuktatā	vimukta	vimukta	von	nominal	taddhita	tA	KĀM. NĪTIS. 14,43
92650	vimukti		vimukti	muc	muc	von	root	krt		AIT. BR. 6,23
92653	vimuKatA		vimukhatā	vimuKa	vimukha	von	nominal	taddhita	tA	GĪT. 9,10
92655	vimuKIBAva		vimukhībhāva	vimuKIBU	vimukhībhū	von	nominal	denominal-other		GĪT. 10,13
92657	vimugDa		vimugdha	˚tA	˚tā	von	nominal	denominal-other		Spr. 2858
92659	vimuca		vimuca	muc	muc	von	root	krt		MBH. 12,7594
92663	vimUQa		vimūḍha	dvigUQaka	dvigūḍhaka	von	nominal	denominal-other		BHĀR. NĀṬYAŚ. 18
92663	vimUQa		vimūḍha	˚ka	˚ka	von	nominal	denominal-other		BHĀR. NĀṬYAŚ. 18
92669	vimUlana		vimūlana	vimUlay	vimūlay	von	nominal	denominal-other		ŚATR. 14,332
92670	vimUlay		vimūlay	vimUla	vimūla	von	nominal	denominal-other		
92672	vimfgya		vimṛgya	mfgay	mṛgay	von	nominal	denominal-other		BHĀG. P. 3,23,52
92673	vimfgvan		vimṛgvan	marj	marj	von	nominal	denominal-other		AV. 12,1,29
92675	vimfD		vimṛdh	marD	mardh	von	nominal	denominal-other		ṚV. 10,152,2
92677	vimfSa		vimṛśa	marS	marś	von	nominal	denominal-other		BHĀG. P. 3,16,36
92679	vimfzwa	1	vimṛṣṭa	marj	marj	von	nominal	denominal-other		ŚAT. BR. 1
92680	vimfzwa	2	vimṛṣṭa	marS	marś	von	nominal	denominal-other		PRATĀPAR. 61,a,8
92681	vimoka		vimoka	muc	muc	von	root	krt		TBR. 2,7,17,1
92685	vimokya		vimokya	vimoka	vimoka	von	nominal	taddhita	ya	
92686	vimokza		vimokṣa	mokz	mokṣ	von	root	krt		PĀR. GṚHY. 1,10,1
92687	vimokzaka		vimokṣaka	mokzay	mokṣay	von	nominal	denominal-other		R. 7,23,4,48
92689	vimokzin		vimokṣin	vimAkza	vimākṣa	von	nominal	denominal-other		MBH. 12,11494
92691	vimocaka		vimocaka	muc	muc	von	root	krt		Verz. d. Oxf. H. 91,b,11
92694	vimocya		vimocya	muc	muc	von	root	krt		MBH. 3,14952
92695	vimoha		vimoha	muh	muh	von	root	krt		KATHĀS. 50,39
92696	vimohana		vimohana	muh	muh	von	root	krt		BHĀG. P. 11,24,6
92697	vimohin		vimohin	vimoha	vimoha	von	nominal	taddhita	in	KATHĀS. 62,164
92700	vimlApana		vimlāpana	mlA	mlā	von	root	krt		SUŚR. 1,63,17
92710	viyama		viyama	yam	yam	von	root	krt		P. 3,3,63
92712	viyavana		viyavana	yu	yu	von	root	krt		NIR. 4,25
92715	viyAtas		viyātas	yA	yā	von	root	krt		NAIGH. 2,19
92716	viyAtiman		viyātiman	viyAta	viyāta	von	nominal	denominal-other		P. 5,1,123
92719	viyAsa		viyāsa	yas	yas	von	root	krt		VS. 39,11
92720	viyukta		viyukta	˚tA	˚tā	von	nominal	denominal-other		H. 69
92722	viyuta		viyuta	yu	yu	von	root	krt		NAIGH. 4,1
92723	viyutArTaka		viyutārthaka	viyuta	viyuta	von	nominal	denominal-other		HALĀY. 1,141
92725	viyoga		viyoga	yuj	yuj	von	root	krt		H. 1511
92728	viyogavant		viyogavant	viyoga	viyoga	von	nominal	denominal-other		KATHĀS. 12,106
92729	viyogitA		viyogitā	viyogin	viyogin	von	nominal	denominal-other		KATHĀS. 111,21
92730	viyogin		viyogin	viyoga	viyoga	von	nominal	taddhita	in	KATHĀS. 16,46
92731	viyojana		viyojana	ric	ric	von	root	krt		SARVADARŚANAS. 43,20
92731	viyojana		viyojana	yuj	yuj	von	root	krt		SARVADARŚANAS. 43,20
92734	viyotar		viyotar	yu	yu	von	root	krt		ṚV. 4,55,2
92740	virakti		virakti	raj	raj	von	root	krt		RĀJA-TAR. 3,200
92741	viraktimant		viraktimant	virakti	virakti	von	nominal	denominal-other		KATHĀS. 43,184
92744	viraNga	1	viraṅga	raj	raj	von	root	krt		
92746	viracanA		viracanā	rac	rac	von	root	krt		VIKR. 153
92753	virajaskar		virajaskar	˚karaRa	˚karaṇa	von	nominal	denominal-other		KĀTY. ŚR. 231,8
92756	virajI		virajī	virajas	virajas	von	nominal	denominal-other		P. 5,4,51
92761	viraRa	1	viraṇa	ran	ran	von	root	krt		
92763	virata		virata	˚tva	˚tva	von	nominal	denominal-other		SĀH. D. 14,18
92764	virati		virati	ram	ram	von	root	krt		AK. 3,3,38 (37)
92767	viraTIkaraRa		virathīkaraṇa	viraTIkar	virathīkar	von	nominal	denominal-other		R. 3,34
92772	virapSa		virapśa	rapS	rapś	von	root	krt		ṚV. 1,8,8
92774	virama		virama	ram	ram	von	root	krt		MBH. 12,8663
92777	viralajAnuka		viralajānuka	vi˚	vi˚	von	nominal	denominal-other		H. 456
92779	viralAy		viralāy	virala	virala	von	nominal	denominal-other		UJJVAL.
92784	virava		virava	ru	ru	von	root	krt		ṚV. 10,68,8
92787	virasatva		virasatva	virasa	virasa	von	nominal	taddhita	tva	Spr. (II) 637
92788	virasAnanatva		virasānanatva	virasa	virasa	von	nominal	denominal-other		SUŚR. 2,520,17
92789	virasAsyatva		virasāsyatva	virasa	virasa	von	nominal	denominal-other		ŚĀRṄG. SAṂH. 1,7,70
92791	viraha		viraha	rah	rah	von	root	krt		H. 1511
92792	virahin		virahin	viraha	viraha	von	nominal	taddhita	in	Spr. 2298 (II). 2099
92793	virAga	1	virāga	raj	raj	von	root	krt		NAIṢ. 22,55
92796	virAgatA		virāgatā	virAga	virāga	von	nominal	taddhita	tA	MBH. 15,936
92797	virAgavant		virāgavant	virAga	virāga	von	nominal	denominal-other		Verz. d. Oxf. H. 256,b,25. fg.
92799	virAgita		virāgita	virAga	virāga	von	nominal	denominal-other		MBH. 13,1480
92800	virAgitA		virāgitā	virAgin	virāgin	von	nominal	denominal-other		KATHĀS. 43,207
92801	virAgin		virāgin	raj	raj	von	root	krt		MBH. 12,6283
92801	virAgin		virāgin	virAga	virāga	von	nominal	taddhita	in	MBH. 12,6283
92804	virAja		virāja	rAj	rāj	von	root	krt		PAÑCAR. 3,12,13
92806	virAjana		virājana	rAj	rāj	von	root	krt		NIR. 7,13
92806	virAjana		virājana	virAj	virāj	von	nominal	denominal-other		NIR. 7,13
92807	virAjin		virājin	rAj	rāj	von	root	krt		ed. Bomb.
92819	virARin		virāṇin	ran	ran	von	root	krt		ŚABDAM.
92822	virADa		virādha	rAD	rādh	von	root	krt		HARIV. 2334
92824	virADaya		virādhaya	rAD	rādh	von	root	krt		P. 5,1,124
92826	virAma		virāma	ram	ram	von	root	krt		TRIK. 3,2,29
92827	virAmatA		virāmatā	virAma	virāma	von	nominal	taddhita	tA	PAÑCAR. 4,8,4
92828	virAva		virāva	ru	ru	von	root	krt		AK. 1,1,6,2
92829	virAvaRa		virāvaṇa	ru	ru	von	root	krt		R. 1,14,47
92830	virAvin		virāvin	ru	ru	von	root	krt		MBH. 3,14274
92832	viriYca		viriñca	ric	ric	von	root	krt		TRIK. 1,1,25
92833	viriYcatA		viriñcatā	viriYca	viriñca	von	nominal	taddhita	tA	BHĀG. P. 4,24,29
92843	viruja	1	viruja	ruj	ruj	von	root	krt		PĀR. GṚHY. 2,6
92849	virudDatA		viruddhatā	virudDa	viruddha	von	nominal	taddhita	tA	SARVADARŚANAS. 166,14
92856	virUkzaRa		virūkṣaṇa	virUkzay	virūkṣay	von	nominal	denominal-other		SUŚR. 1,53,1
92857	virUkzay		virūkṣay	virUkza	virūkṣa	von	nominal	denominal-other		
92859	virUQaka		virūḍhaka	virUQa	virūḍha	von	nominal	taddhita	ka	H. 1183
92862	virUpaka		virūpaka	virUpa	virūpa	von	nominal	taddhita	ka	VET. in LA. (III) 19,3
92864	virUpaRa		virūpaṇa	virUpay	virūpay	von	nominal	denominal-other		R. 3,24
92865	virUpatA		virūpatā	virUpa	virūpa	von	nominal	taddhita	tA	SARVADARŚANAS. 69,1
92871	virUpin		virūpin	virUpa	virūpa	von	nominal	taddhita	in	RĀJAN.
92872	vireka		vireka	ric	ric	von	root	krt		ŚABDAR.
92873	virecaka		virecaka	ric	ric	von	root	krt		ŚKDR.
92874	virecana		virecana	ric	ric	von	root	krt		SUŚR. 2,140,17
92878	viroka		viroka	ruc	ruc	von	root	krt		ṚV. 3,5,2
92879	virokin		virokin	viroka	viroka	von	nominal	taddhita	in	ṚV. 5,55,3
92881	virocana		virocana	ruc	ruc	von	root	krt		MBH. 12,13338
92882	virocizRu		virociṣṇu	ruc	ruc	von	root	krt		M. 1,77
92883	virodDar		viroddhar	ruD	rudh	von	root	krt		Spr. 1270
92886	viroDaka		virodhaka	ruD	rudh	von	root	krt		MBH. 12,353
92889	viroDana		virodhana	rodasI	rodasī	von	nominal	denominal-other		MBH. 12,12960
92889	viroDana		virodhana	ruD	rudh	von	root	krt		MBH. 12,12960
92891	viroDavant		virodhavant	viroDa	virodha	von	nominal	denominal-other		R. 2,36,29
92894	viroDitA		virodhitā	viroDin	virodhin	von	nominal	denominal-other		KATHĀS. 50,115
92896	viroDin		virodhin	ruD	rudh	von	root	krt		RĀJA-TAR. 8,827
92899	viroDya		virodhya	ruD	rudh	von	root	krt		MBH. 12,2050
92900	viropaRa		viropaṇa	ruh	ruh	von	root	krt		ŚĀK. 89
92902	viroha		viroha	ruh	ruh	von	root	krt		VARĀH. BṚH. S. 46,28
92903	virohaRa		virohaṇa	ruh	ruh	von	root	krt		ŚĀK. 89
92905	virohin		virohin	ruh	ruh	von	root	krt		SUŚR. 1,224,21
92908	vilakzaRa		vilakṣaṇa	kApi	kāpi	von	nominal	denominal-other		SUŚR. 1,61,4
92912	vilaNGana		vilaṅghana	laNG	laṅgh	von	root	krt		MBH. 3,16254
92914	vilaNGya		vilaṅghya	˚tA	˚tā	von	nominal	denominal-other		KATHĀS. 42,161
