L_id	headword_slp1	headword	base_slp1	base	suffix	suffix_class	lex	n_citations	dcs_tokens	dcs_attested	citations
51114	prekzaRaka	prekṣaṇaka	prekzaRa	prekṣaṇa	ka	уменьш./собират.	adj.	2	7	True	YĀJÑ. 1,325; Verz. d. Oxf. H. 31,a,12
44976	pASaka	pāśaka	pASa	pāśa	ka	уменьш./собират.	m.	2	7	True	AK. 2,10,45; H. 486
108526	sAmudraka	sāmudraka	samudra	samudra	ka	уменьш./собират.	adj.	5	7	True	P. 4,2,127; SUŚR. 1,40,11; RĀJAN. 6,102; SUŚR. 1,157,8; MBH. 3,8019
28950	taruRaka	taruṇaka	taruRa	taruṇa	ka	уменьш./собират.	m.	4	7	True	MBH. 1,2160; AIT. BR. 7,33; ŚAT. BR. 3,1,2,7; ĀŚV. GṚHY. 4,6
29868	tIrTaka	tīrthaka	tIrTa	tīrtha	ka	уменьш./собират.	adj.	7	7	True	BHĀG. P. 1,19,32; BURN.; VYUTP. 91; BURN.; Lot. de la b. l. 166; HIOUEN-THSANG II, 188; VYUTP. 87
2568	anAryaka	anāryaka	anArya	anārya	ka	уменьш./собират.	n.	3	6	True	RĀJAN.; ŚKDR.; LIA. I, 285, N. 3
7036	aSvaka	aśvaka	aSva	aśva	ka	уменьш./собират.	m.	2	6	True	VS. 23,18; P. 7,3,46
53633	brAhmaRaka	brāhmaṇaka	brAhmaRa	brāhmaṇa	ka	уменьш./собират.	m.	3	6	True	MBH. 12,9733; P. 5,2,71; Verz. d. B. H. No. 897
24533	caturaka	caturaka	catura	catura	ka	уменьш./собират.	m.	3	6	True	PAÑCAT. 87,4; ŚĀK. 85,18; KATHĀS. 6,53
25845	cewaka	ceṭaka	cewa	ceṭa	ka	уменьш./собират.	m.	10	6	True	AK. 2,10,17; TRIK. 3,3,310; BHARTṚ. 1,91; HIT. 65,16; KATHĀS. 6,124; RASAM.; ŚKDR.; DVIRŪPAK.
36929	DUrtaka	dhūrtaka	DUrta	dhūrta	ka	уменьш./собират.	adj.	6	6	True	MBH. 5,1519; PRAB. 102,10; ŚABDAR.; ŚKDR.; PAÑCAT. III, 73; MBH. 1,2154
22827	gfYjanaka	gṛñjanaka	gfYjana	gṛñjana	ka	уменьш./собират.	m.	2	6	True	VYUTP. 184; MBH. 13,4364
14735	kanizWaka	kaniṣṭhaka	kanizWa	kaniṣṭha	ka	уменьш./собират.	adj.	9	6	True	AV. 1,17,2; VYUTP. 100; ŚAT. BR. 3,1,2,4; KĀTY. ŚR. 7,7,16; ŚIKṢĀ 43; MBH. 13,5059; SUŚR. 1,125,14; RĀJAN.
21150	KAtaka	khātaka	KAta	khāta	ka	уменьш./собират.	m.	7	6	True	WILS.; SAṂKṢIPTAS.; ŚKDR.; H. 1095; KATHĀS. 12,104; BHĀG. P. 6,12,22; H. 1094
19352	kolaka	kolaka	kola	kola	ka	уменьш./собират.	m.	8	6	True	RĀJAN.; ŚKDR.; JAṬĀDH.; ŚKDR.; AK. 2,6,3,31; H. 646; AK. 2,9,36; H. 420
16149	kAYcanaka	kāñcanaka	kAYcana	kāñcana	ka	уменьш./собират.	m.	4	6	True	SUŚR. 1,145,18; SUŚR. 1,195,7; RĀJAN.; ŚKDR.
56636	matsyaka	matsyaka	matsya	matsya	ka	уменьш./собират.	m.	1	6	True	MBH. 3,12781
60334	mAhizaka	māhiṣaka	mAhiza	māhiṣa	ka	уменьш./собират.	m.	6	6	True	MBH. 6,366; VP. 192; HARIV. 782; MĀRK. P. 57,46; Bomb. Ausg.; MBH.
39034	nimittaka	nimittaka	nimitta	nimitta	ka	уменьш./собират.	n.	4	6	True	KAP. 1,27; P. 1,1,16; ŚABDAM.; ŚKDR.
38131	nAgaka	nāgaka	nAga	nāga	ka	уменьш./собират.	m.	1	6	True	RĀJA-TAR. 8,1325
44841	pArSvaka	pārśvaka	pArSva	pārśva	ka	уменьш./собират.	m.	6	6	True	VYUTP. 100; YĀJÑ. 3,89; P. 5,2,75; TRIK. 3,1,9; H. 475; HĀR. 44
28831	tamAlaka	tamālaka	tamAla	tamāla	ka	уменьш./собират.	m.n.	14	6	True	ŚABDAR.; ŚKDR.; R. 2,91,48; ŚABDAR.; ŚKDR.; RĀJAN.; ŚKDR.; NIGH. PR.
97081	Sakuntaka	śakuntaka	Sakunta	śakunta	ka	уменьш./собират.	m.	7	6	True	ṚV. 2,43; VS. 23,23; MBH. 12,9303; ṚV. 1,191,11; VS. 23,22; MBH. 1,2423; HARIV. 1117
5538	araka	araka	ara	ara	ka	уменьш./собират.	m.	5	5	True	SUŚR. 1,354,7; H. 133; HĀR. 106; RĀJAN.; ŚKDR.
32352	daSeraka	daśeraka	daSera	daśera	ka	уменьш./собират.	m.	10	5	True	WILSON; H. 957; MBH. 7,397; MBH.; LASSEN, Pentap. 27; VARĀH. BṚH. S. 5,67; BHŪRIPR.; ŚKDR.
36136	Danyaka	dhanyaka	Danya	dhanya	ka	уменьш./собират.	m.	1	5	True	DAŚAK. 150,18
32625	dAruRaka	dāruṇaka	dAruRa	dāruṇa	ka	уменьш./собират.	m.	1	5	True	SUŚR. 1,292,10
34108	dUraka	dūraka	dUra	dūra	ka	уменьш./собират.		2	5	True	ṚV. 10,57,7; AV. 10,4,9
34093	dUtaka	dūtaka	dUta	dūta	ka	уменьш./собират.	m.	6	5	True	MBH. 3,15438; ŚABDAR.; ŚKDR.; PAÑCAT. I, 178; VET. 24,14; RĀJA-TAR. 6,362
23848	grEveyaka	graiveyaka	grEveya	graiveya	ka	уменьш./собират.	m.	8	5	True	P. 4,2,96; AK. 2,6,3,5; H. 657; DEV. 2,26; SĀH.; D. 34,10; DAŚAK. 74,18; H. 94
10136	indraka	indraka	indra	indra	ka	уменьш./собират.	n.	1	5	True	H. 997
10113	induka	induka	indu	indu	ka	уменьш./собират.	m.	3	5	True	RĀJAN.; ŚKDR.; SUŚR. 2,388,17
15455	kardamaka	kardamaka	kardama	kardama	ka	уменьш./собират.	m.	3	5	True	P. 4,2,80; SUŚR. 1,73,5; SUŚR. 2,265,16
19253	kokilaka	kokilaka	kokila	kokila	ka	уменьш./собират.		1	5	True	COLEBR. Misc. Ess. II, 162
16529	kAyaka	kāyaka	kAya	kāya	ka	уменьш./собират.	adj.	7	5	True	VYĀSA; ŚKDR.; MIT. 63; NĀRADA ebend.; HALĀY.; ebend.; M. 8,153
85668	lakzmIka	lakṣmīka	lakzmI	lakṣmī	ka	уменьш./собират.		6	5	True	P. 5,4,151; ŚAT. BR. 8,4,4,11; R. GORR. 1,60,17; KATHĀS. 20,181; Spr. 3585; UTTARAR. 10,17 (14,15)
39001	nibanDaka	nibandhaka	nibanDa	nibandha	ka	уменьш./собират.		1	5	True	P. 4,2,80
39061	nimezaka	nimeṣaka	nimeza	nimeṣa	ka	уменьш./собират.	m.	1	5	True	WILS.
41754	paRqitaka	paṇḍitaka	paRqita	paṇḍita	ka	уменьш./собират.	adj.	2	5	True	MBH. 12,6736; MBH. 1,2736
45075	picuka	picuka	picu	picu	ka	уменьш./собират.	m.	4	5	True	P. 4,2,90; RATNAM.; ŚKDR.; SUŚR. 2,54,2
50168	prasevaka	prasevaka	praseva	praseva	ka	уменьш./собират.	m.	4	5	True	H. 912; SUŚR. 1,29,4; AK. 1,1,7,7; H. 291
49613	prayARaka	prayāṇaka	prayARa	prayāṇa	ka	уменьш./собират.	n.	4	5	True	H. 789; PAÑCAT. ed. orn. 55,13; BROCKHAUS; KATHĀS. 27,200
44181	pARquka	pāṇḍuka	pARqu	pāṇḍu	ka	уменьш./собират.	adj.	8	5	True	HALĀY. 4,47; ŚABDAR.; ŚKDR.; SUŚR. 1,73,4; ŚABDAR.; ŚKDR.; H. 193; ŚATR. 8,34
104651	saMdaMSaka	saṃdaṃśaka	saMdaMSa	saṃdaṃśa	ka	уменьш./собират.	m.	3	5	True	DAŚAK. 71,1; Spr. (II) 4014; MED. k. 219
115310	svarRaka	svarṇaka	svarRa	svarṇa	ka	уменьш./собират.	n.	2	5	True	YĀJÑ. 1,296; HARIV. 3843
28662	tantraka	tantraka	tantra	tantra	ka	уменьш./собират.	adj.	4	5	True	P. 5,2,70; AK. 2,6,3,13; H. 671; AK. 2,4,3,1
87087	vaMSaka	vaṃśaka	vaMSa	vaṃśa	ka	уменьш./собират.	m.	11	5	True	P. 5,3,87; RATNAM.; ŚKDR.; SUŚR. 1,186,14; ŚABDAM.; ŚKDR.; VP. 467, N. 14; ŚABDAR.
95189	veRuka	veṇuka	veRu	veṇu	ka	уменьш./собират.	m.	7	5	True	P. 4,2,138; HARIV. 15599; BHĀG. P. 4,6,16; MĀRK. P. 58,45; SUŚR. 2,251,18; BHĀG. P. 4,6,16; H. 1230
92562	vimanyuka	vimanyuka	vimanyu	vimanyu	ka	уменьш./собират.	adj.	1	5	True	AV. 6,43,1
8094	AcCuritaka	ācchuritaka	AcCurita	ācchurita	ka	уменьш./собират.	n.	8	5	True	TRIK. 3,3,5; H. an. 5,1; MED. k. 224; AK. 1,1,7,34; TRIK.; H. 298; H. an.; MED.
8504	ADAraka	ādhāraka	ADAra	ādhāra	ka	уменьш./собират.	m.	1	5	True	SUŚR. 2,92,8
4742	aBiSastaka	abhiśastaka	aBiSasta	abhiśasta	ka	уменьш./собират.	adj.	2	4	True	YĀJÑ. 1,223; SUŚR. 1,89,19
2141	aDyAyaka	adhyāyaka	aDyAya	adhyāya	ka	уменьш./собират.	adj.	3	4	True	ĀNANDAV.; Ind. St. II, 222; TAITT. UP. 2,8
5564	araRyaka	araṇyaka	araRya	araṇya	ka	уменьш./собират.	n.	1	4	True	YĀJÑ. 3,192
6359	avatka	avatka	avata	avata	ka	уменьш./собират.	n.	1	4	True	AV. 2,3,1
51819	baBruka	babhruka	baBru	babhru	ka	уменьш./собират.	adj.	1	4	True	ŚAT. BR. 1,6,3,3
51722	badDaka	baddhaka	badDa	baddha	ka	уменьш./собират.	m.	1	4	True	AV. 6,121,4
51981	balAsaka	balāsaka	balAsa	balāsa	ka	уменьш./собират.	m.	1	4	True	SUŚR. 2,311,10
13358	ekaviMSaka	ekaviṃśaka	ekaviMSa	ekaviṃśa	ka	уменьш./собират.	adj.	1	4	True	M. 3,37
21946	garBaka	garbhaka	garBa	garbha	ka	уменьш./собират.	m.	3	4	True	AK. 2,6,3,36; H. 651; H. 144
22506	gucCaka	gucchaka	gucCa	guccha	ka	уменьш./собират.	m.	7	4	True	AK. 2,4,1,16; HĀR. 140; H. 661; RĀJAN.; ŚKDR.; BHĀVAPR.; ŚKDR.
22272	gAnDAraka	gāndhāraka	ganDAra	gandhāra	ka	уменьш./собират.	m.	2	4	True	P. 4,2,134; MBH. 7,180
15165	karamBaka	karambhaka	karamBa	karambha	ka	уменьш./собират.	m.	3	4	True	KATHĀS. 2,41; HĀR. 208; RĀJA-TAR. 5,16
15352	karRapUraka	karṇapūraka	karRapUra	karṇapūra	ka	уменьш./собират.	m.	3	4	True	RĀJAN.; ŚKDR.; MṚCCH. 40,12. fgg.
14366	kawAhaka	kaṭāhaka	kawAha	kaṭāha	ka	уменьш./собират.	n.	1	4	True	VYUTP. 209
19102	keSaka	keśaka	keSa	keśa	ka	уменьш./собират.	adj.	1	4	True	P. 5,2,66
15975	kAMsyaka	kāṃsyaka	kAMsya	kāṃsya	ka	уменьш./собират.	n.	1	4	True	TRIK. 2,9,33
17062	kAzWaka	kāṣṭhaka	kAzWa	kāṣṭha	ka	уменьш./собират.	adj.	3	4	True	P. 6,4,153; RĀJAN.; ŚKDR.
57119	maDUlaka	madhūlaka	maDUla	madhūla	ka	уменьш./собират.	adj.	15	4	True	H. 1388; AK. 2,4,2,8; JAṬĀDH.; ŚKDR.; SUŚR. 2,290,17; AK. 2,4,3,2; DHANV.; NIGH. PR.
59899	mAnuzaka	mānuṣaka	mAnuza	mānuṣa	ka	уменьш./собират.	adj.	1	4	True	MBH. 11,234
40882	nEGaRwuka	naighaṇṭuka	niGaRwu	nighaṇṭu	ka	уменьш./собират.	adj.	3	4	True	NIR. 1,20; ROTH; NIR. XII.
37278	nakulaka	nakulaka	nakula	nakula	ka	уменьш./собират.		1	4	True	VYUTP. 139
37972	navanItaka	navanītaka	navanIta	navanīta	ka	уменьш./собират.	n.	2	4	True	RĀJAN.; ŚKDR.
50537	prARaka	prāṇaka	prARa	prāṇa	ka	уменьш./собират.	m.	8	4	True	ŚKDR.; H. an. 3,62; MED. k. 115; VYUTP. 117; H. an.; MED.; H. an.; MED.
44051	pAYcAlaka	pāñcālaka	pAYcAla	pāñcāla	ka	уменьш./собират.	adj.	6	4	True	MBH. 1,5482; MBH. 7,9148; MBH. 4,1224; AK. 2,10,29; H. 1014; HALĀY. 2,338
83229	ratnaka	ratnaka	ratna	ratna	ka	уменьш./собират.	m.	1	4	True	BURN. Intr. 178
103563	saMgataka	saṃgataka	saMgata	saṃgata	ka	уменьш./собират.	m.	1	4	True	KATHĀS. 10,2
114004	sTAlaka	sthālaka	sTAla	sthāla	ka	уменьш./собират.	n.	1	4	True	YĀJÑ. 3,89
28825	tamaska	tamaska	tamas	tamas	ka	уменьш./собират.		2	4	True	CHĀND. UP. 7,11,2; BHĀG. P. 7,1,11
28640	tantuka	tantuka	tantu	tantu	ka	уменьш./собират.	m.	7	4	True	BHARTṚ. 1,95; SUŚR. 2,265,13; RAMĀN.; AK. 2,9,17; ŚKDR.; RĀJAN.; ŚKDR.
10837	utkocaka	utkocaka	utkoca	utkoca	ka	уменьш./собират.	adj.	2	4	True	M. 9,258; MBH. 1,6914
95496	vellitaka	vellitaka	vellita	vellita	ka	уменьш./собират.	m.	2	4	True	SUŚR. 2,266,7; SUŚR. 2,20,9
92574	vimalaka	vimalaka	vimala	vimala	ka	уменьш./собират.	m.	1	4	True	VARĀH. BṚH. S. 80,4
98473	Sastraka	śastraka	Sastra	śastra	ka	уменьш./собират.	n.	5	4	True	VYUTP. 208; AK. 2,9,98; H. 774; HALĀY. 2,318; DAŚAK. 164,14
102237	Svetaka	śvetaka	Sveta	śveta	ka	уменьш./собират.	adj.	6	4	True	VARĀH. BṚH. S. 81,19; BHŪRIPR.; ŚKDR.; VYUTP. 87; RĀJAN.; ŚKDR.
12781	UrDvaka	ūrdhvaka	UrDva	ūrdhva	ka	уменьш./собират.	m.	2	4	True	AK. 1,1,7,5; H. 293
3875	aparAntaka	aparāntaka	aparAnta	aparānta	ka	уменьш./собират.	m.	3	3	True	Verz. d. B. H. 241,24; BURN. Intr. 252; YĀJÑ. 3,113
54948	BImaka	bhīmaka	BIma	bhīma	ka	уменьш./собират.	m.	4	3	True	HARIV. 9561; HARIV. LANGL. I, 513; VYĀḌI; H. 210
25923	cEtyaka	caityaka	cEtya	caitya	ka	уменьш./собират.	m.	1	3	True	MBH. 2,799
26062	Cattraka	chattraka	Cattra	chattra	ka	уменьш./собират.	m.	9	3	True	ŚABDAR.; ŚKDR.; WILS.; RATNAM. 75; TRIK. 2,4,30; ŚABDAC.; ŚKDR.; RĀJAV.
23510	gOtamaka	gautamaka	gOtama	gautama	ka	уменьш./собират.	m.	1	3	True	BURN. Intr. 269
23166	gopaka	gopaka	gopa	gopa	ka	уменьш./собират.	m.	6	3	True	ŚABDAR.; ŚKDR.; P. 4,1,112; BHĀG. P.; ŚKDR.; ŚKDR.
23231	gopuraka	gopuraka	gopura	gopura	ka	уменьш./собират.	m.	2	3	True	RĀJAN.; ŚKDR.
26966	jalayantraka	jalayantraka	jalayantra	jalayantra	ka	уменьш./собират.	n.	1	3	True	HARIV. 8432
26585	jantuka	jantuka	jantu	jantu	ka	уменьш./собират.	m.	5	3	True	P. 2,4,69; ebend.; RĀJAN.; ŚKDR.; ŚKDR.
26720	jayadevaka	jayadevaka	jayadeva	jayadeva	ka	уменьш./собират.	adj.	2	3	True	Verz. d. B. H. No. 912; GĪT. 3,10
16264	kAdambaka	kādambaka	kAdamba	kādamba	ka	уменьш./собират.	m.	1	3	True	HĀR. 53
18516	kUrpAsaka	kūrpāsaka	kUrpAsa	kūrpāsa	ka	уменьш./собират.	m.	3	3	True	AK. 2,6,3,19; H. 674; ṚT. 5,8
18836	kfzRaka	kṛṣṇaka	kfzRa	kṛṣṇa	ka	уменьш./собират.	adj.	3	3	True	P. 5,4,3; KAUŚ. 80; P. 5,3,82
57647	mandAraka	mandāraka	mandAra	mandāra	ka	уменьш./собират.	m.	2	3	True	PAÑCAR. 1,6,22; MĀLATĪM. 21,17
56611	mattaka	mattaka	matta	matta	ka	уменьш./собират.	adj.	2	3	True	HARIV. 15652; RĀJA-TAR. 6,339
37434	nagnaka	nagnaka	nagna	nagna	ka	уменьш./собират.	adj.	15	3	True	AV. 8,6,21; AK. 2,6,1,17; H. 534; H. an. 3,56; MED. k. 108; PAÑCAT. 236,4; H. an.; MED.
42918	paripizwaka	paripiṣṭaka	paripizwa	paripiṣṭa	ka	уменьш./собират.	n.	2	3	True	RĀJAN.; ŚKDR.
45108	piYjaraka	piñjaraka	piYjara	piñjara	ka	уменьш./собират.	m.	3	3	True	MBH. 1,1551; RĀJAN.; ŚKDR.
45133	piWaraka	piṭharaka	piWara	piṭhara	ka	уменьш./собират.	m.	3	3	True	Spr. 729; MBH. 1,1559; HARIV. LANGL. I, 507
51351	plASuka	plāśuka	plASu	plāśu	ka	уменьш./собират.	adj.	2	3	True	ŚAT. BR. 5,3,3,2; KĀTY. ŚR. 15,4,5
49916	praveSaka	praveśaka	praveSa	praveśa	ka	уменьш./собират.		13	3	True	KATHĀS. 45,78; BÖHTLINGK; ŚĀK. XI. fgg.; DAŚAR. 1,52; SĀH. D. 308. fg.; PRATĀPAR. 23,a,1; ŚĀK. 76,10; VIKR. 17,13
46158	puruzaka	puruṣaka	puruza	puruṣa	ka	уменьш./собират.	n.	2	3	True	TRIK. 2,8,45; ŚIŚ. 5,56
45718	puRyaka	puṇyaka	puRya	puṇya	ka	уменьш./собират.	n.	9	3	True	AK. 2,7,37; H. 843; MBH. 13,4602; ŚKDR.; MBH. 1,760; HARIV. 7243; BRAHMAVAIV. P.; Verz. d. Oxf. H. 25,b,22
45500	pItanaka	pītanaka	pItana	pītana	ka	уменьш./собират.	m.	2	3	True	RĀJAN.; ŚKDR.
107791	sahAyaka	sahāyaka	sahAya	sahāya	ka	уменьш./собират.		1	3	True	MBH. 3,15806
103269	saka	saka	sa	sa	ka	уменьш./собират.	f.	5	3	True	P. 6,1,132; P. 7,3,45; VOP. 4,6; ṚV. 1,191,11; AV. 10,4,14
107218	sarzapaka	sarṣapaka	sarzapa	sarṣapa	ka	уменьш./собират.	m.	4	3	True	SUŚR. 2,275,17; SUŚR. 2,289,21; WISE 362; SUŚR. 1,273,12
103832	saMcinvAnaka	saṃcinvānaka	saMcinvAna	saṃcinvāna	ka	уменьш./собират.	adj.	1	3	True	Spr. (II) 6692
104721	saMDAnaka	saṃdhānaka	saMDAna	saṃdhāna	ka	уменьш./собират.	adj.	4	3	True	SUŚR. 1,55,17; Verz. d. Oxf. H. 234,b,26; PĀKARĀJEŚVARA; ŚKDR.
103687	saMGAtaka	saṃghātaka	saMGAta	saṃghāta	ka	уменьш./собират.	m.	1	3	True	BHAR. NĀṬYAŚ. 20,44
109259	sidDaka	siddhaka	sidDa	siddha	ka	уменьш./собират.	m.	4	3	True	RĀJAN.; ŚKDR.; SUŚR. 2,258,16; COLEBR. Misc. Ess. 2,163
88125	varaRaka	varaṇaka	varaRa	varaṇa	ka	уменьш./собират.	adj.	1	3	True	SĀṂKHYAK. 13
91679	vidDaka	viddhaka	vidDa	viddha	ka	уменьш./собират.	m.	1	3	True	KṚṢIS. 9,14
91872	viDAnaka	vidhānaka	viDAna	vidhāna	ka	уменьш./собират.	n.	5	3	True	Ind. St. 3,270; PAÑCAR. 2,4,1; KATHĀS. 49,181; ŚABDAR.; ŚKDR.
92862	virUpaka	virūpaka	virUpa	virūpa	ka	уменьш./собират.	adj.	5	3	True	VET. in LA. (III) 19,3; UDVĀHATATTVA; ŚKDR.; DAŚAK. 67,13; MBH. 12,8263
8741	Apamityaka	āpamityaka	apamitya	apamitya	ka	уменьш./собират.	adj.	3	3	True	P. 4,4,21; AK. 2,9,4; H. 881
99819	Sizyaka	śiṣyaka	Sizya	śiṣya	ka	уменьш./собират.	m.	2	3	True	YĀJÑ. 2,237; SCHIEFNER, Lebensb. 319 (89)
13714	ErAvataka	airāvataka	ErAvata	airāvata	ka	уменьш./собират.	adj.	1	2	True	P. 4,2,121
876	ajakarRaka	ajakarṇaka	ajakarRa	ajakarṇa	ka	уменьш./собират.	m.	2	2	True	RĀJAN.; ŚKDR.
3487	anDraka	andhraka	anDra	andhra	ka	уменьш./собират.		1	2	True	R. 1,71,10
3289	antarAlaka	antarālaka	antarAla	antarāla	ka	уменьш./собират.	n.	2	2	True	RĀJAN.; ŚKDR.
1056	aYjanaka	añjanaka	aYjana	añjana	ka	уменьш./собират.	adj.	1	2	True	SUŚR. 2,108,18
52130	bahuka	bahuka	bahu	bahu	ka	уменьш./собират.	adj.	11	2	True	P. 5,1,22. fg.; P. 7,3,44; H. an. 3,73. fg.; MED. k. 128; WILS.; H. an.; MED.; WILSON
26051	Cagalaka	chagalaka	Cagala	chagala	ka	уменьш./собират.	m.	1	2	True	AK. 2,9,76
26183	CAttraka	chāttraka	CAttra	chāttra	ka	уменьш./собират.	n.	5	2	True	P. 5,1,133; VĀCASP.; H. 1214; RĀJAN.; ŚKDR.
25986	colaka	colaka	cola	cola	ka	уменьш./собират.	m.	4	2	True	HĀR. 197; KATHĀS. 19,95; ŚABDAR.; ŚKDR.
25133	cAturTaka	cāturthaka	caturTa	caturtha	ka	уменьш./собират.	adj.	3	2	True	VYUTP. 220; SUŚR. 2,405,8; WILS.
35350	drAviqaka	drāviḍaka	draviqa	draviḍa	ka	уменьш./собират.	m.	3	2	True	AK. 2,4,4,23; RĀJAN.; ŚKDR.
35931	dvEtIyaka	dvaitīyaka	dvitIya	dvitīya	ka	уменьш./собират.	adj.	1	2	True	VYUTP. 220
33149	dIptaka	dīptaka	dIpta	dīpta	ka	уменьш./собират.	n.	3	2	True	NIGH. PR.; RĀJAN.; ŚKDR.
21581	gataka	gataka	gata	gata	ka	уменьш./собират.	n.	1	2	True	MBH. 8,4669
23524	gODeraka	gaudheraka	gODera	gaudhera	ka	уменьш./собират.	m.	1	2	True	SUŚR. 2,289,18
24006	GarGaraka	ghargharaka	GarGara	gharghara	ka	уменьш./собират.	m.	7	2	True	RĀJAN.; ŚKDR.; H. an. 4,12; MED. k. 187; VIŚVA; ŚKDR.; H. an.
23148	goDUmaka	godhūmaka	goDUma	godhūma	ka	уменьш./собират.	m.	1	2	True	SUŚR. 2,265,17
23286	gomUtraka	gomūtraka	gomUtra	gomūtra	ka	уменьш./собират.	adj.	7	2	True	MBH. 9,3268; P. 5,4,3; RĀJAN.; ŚKDR.; SARASVATĪKAṆṬHĀBHARAṆA; ŚKDR.; WILS.
23093	gotIrTaka	gotīrthaka	gotIrTa	gotīrtha	ka	уменьш./собират.	adj.	1	2	True	SUŚR. 2,59,8
23793	grAmeyaka	grāmeyaka	grAmeya	grāmeya	ka	уменьш./собират.	adj.	2	2	True	TRIK. 3,1,4; H. 501
115964	hataka	hataka	hata	hata	ka	уменьш./собират.	adj.	11	2	True	Z. d. d. m. G. 27,58; TRIK. 3,1,25; HALĀY. 2,223; Verz. d. Oxf. H. 259,a,19; GAṆARATNAM.; P. 2,1,53; MṚCCH. 63,12; UTTARAR. 22,15 (30,7.8)
115850	haMsaka	haṃsaka	haMsa	haṃsa	ka	уменьш./собират.	m.	25	2	True	P. 4,2,80; Spr. (II) 6035; BHĀG. P. 10,12,8; ŚABDAC.; ŚKDR.; SAM̃GĪTADĀM.; ŚKDR.; P. 4,1,99
9945	ikzuka	ikṣuka	ikzu	ikṣu	ka	уменьш./собират.	m.	2	2	True	SUŚR. 1,143,17; P. 5,4,3
26466	jatuka	jatuka	jatu	jatu	ka	уменьш./собират.	n.	17	2	True	H. an. 3,43; MED. k. 90; AK. 2,9,40; H. 422; H. an.; MED.; HĀR. 259; BHAR.
26707	jayaka	jayaka	jaya	jaya	ka	уменьш./собират.	adj.	2	2	True	P. 5,2,64; RĀJA-TAR. 8,685
14200	kakzaka	kakṣaka	kakza	kakṣa	ka	уменьш./собират.	m.	1	2	True	MBH. 1,2147
15145	karaBaka	karabhaka	karaBa	karabha	ka	уменьш./собират.	m.	1	2	True	ŚĀK. 29,15
19554	kOmAraka	kaumāraka	kOmAra	kaumāra	ka	уменьш./собират.	n.	2	2	True	MĀRK. P. 11,20; SĀH. D. 38,12
20923	Kadiraka	khadiraka	Kadira	khadira	ka	уменьш./собират.		2	2	True	P. 4,2,80; VYUTP. 102
19331	kopanaka	kopanaka	kopana	kopana	ka	уменьш./собират.	n.	2	2	True	RĀJAN.; ŚKDR.
20352	kzIraka	kṣīraka	kzIra	kṣīra	ka	уменьш./собират.	m.	1	2	True	RATNAM. 237
86414	liptaka	liptaka	lipta	lipta	ka	уменьш./собират.	adj.	2	2	True	AK. 2,8,2,56; H. 779
59264	mahIDraka	mahīdhraka	mahIDra	mahīdhra	ka	уменьш./собират.	m.	1	2	True	R. ed. Bomb. 1,71,10. fg.
57575	manTAnaka	manthānaka	manTAna	manthāna	ka	уменьш./собират.	m.	2	2	True	RĀJAN.; ŚKDR.
62061	mezaka	meṣaka	meza	meṣa	ka	уменьш./собират.	m.	4	2	True	RĀJAN.; ŚKDR.; ŚABDAR.; ŚKDR.
61167	muhuka	muhuka	muhu	muhu	ka	уменьш./собират.	n.	1	2	True	ṚV. 4,16,17
60709	muktaka	muktaka	mukta	mukta	ka	уменьш./собират.	adj.	9	2	True	ĀGNEYA-P.; KĀVYĀD. 1,13; ŚABDĀRTHAK.; WILSON; KĀVYĀD. 1,13; SĀH. D. 558; COLEBR. Misc. Ess. II, 133; SĀH. D. 566
61066	murajaka	murajaka	muraja	muraja	ka	уменьш./собират.	m.	1	2	True	KATHĀS. 20,175
61144	musalaka	musalaka	musala	musala	ka	уменьш./собират.	m.	2	2	True	BURN. Intr. 267; HALĀY. 2,79
61114	muzitaka	muṣitaka	muzita	muṣita	ka	уменьш./собират.	n.	1	2	True	DAŚAK. 74,16
61694	mfdaNgaka	mṛdaṅgaka	mfdaNga	mṛdaṅga	ka	уменьш./собират.	n.	1	2	True	Ind. St. 8,392
41597	paYcASatka	pañcāśatka	paYcASat	pañcāśat	ka	уменьш./собират.	adj.	1	2	True	KĀM. NĪTIS. 7,44
41644	pawalaka	paṭalaka	pawala	paṭala	ka	уменьш./собират.		1	2	True	KATHĀS. 43,27
48340	pratipannaka	pratipannaka	pratipanna	pratipanna	ka	уменьш./собират.	m.	1	2	True	MADHY. 152
50721	prAtiSrutka	prātiśrutka	pratiSrut	pratiśrut	ka	уменьш./собират.	adj.	2	2	True	ŚAT. BR. 14,5,5,8; BṚH. ĀR. UP. 3,9,13
43932	pAMsuka	pāṃsuka	pAMsu	pāṃsu	ka	уменьш./собират.	m.	2	2	True	MBH. 5,640; WILS.
47168	pfzWaka	pṛṣṭhaka	pfzWa	pṛṣṭha	ka	уменьш./собират.	n.	2	2	True	R. 2,71,15; Spr. 77
108176	sAdyaska	sādyaska	sadyas	sadyas	ka	уменьш./собират.	adj.	1	2	True	Spr. (II) 2236
30258	tUrRaka	tūrṇaka	tUrRa	tūrṇa	ka	уменьш./собират.		1	2	True	NIGH. PR.
12026	upalaka	upalaka	upala	upala	ka	уменьш./собират.	m.	1	2	True	SUŚR. 2,336,17
118975	uttaraka	uttaraka	uttara	uttara	ka	уменьш./собират.	adj.	1	2	True	PAT. a. a. O. 2,332,a
95565	vezwitaka	veṣṭitaka	vezwita	veṣṭita	ka	уменьш./собират.		0	2	True	
