sutra	n_words	words_iast
P.2.1.32	9	bāhulaka|galecopaka|karaṇa|kṛt|pravṛtti|pādahāraka|vad|vidhāna|vyabhicāra
P.2.1.33	9	adhikārtha|karaṇa|kākapeya|kṛtya|prapañca|ruh|sādhana|tatpuruṣa|śvalehya
P.2.1.34	7	anna|dadhyodana|ghṛtaudana|kṣīraudana|saṃskāraka|vyañjana|ṣaṣṭha
P.2.1.35	8	antarbhāva|bhakṣya|dhānā|guḍa|khara|miśrīkaraṇa|sāmarthya|viśada
P.2.1.36	10	artha|bali|caturtha|hita|rakṣ|randhana|saptama|sukha|tadartha|vikṛti
P.2.1.37	2	bhaya|pañcama
P.2.1.38	8	alpaśas|i|kalpana|muc|pat|tras|ūh|ṣaṣṭha
P.2.1.39	7	abhyāśa|antika|dūra|kalpa|karṣ|kṛcchra|stoka
P.2.1.40	12	capala|dhūrta|kitava|kuśala|nipuṇa|paṇḍita|paṭu|pravīṇa|saptama|vyā|vyāḍa|śauṇḍa
P.2.1.41	5	bandh|kūpamaṇḍūka|pakva|sidh|śuṣka
P.2.1.42	7	dhvāṅkṣa|kāka|pañcama|sthā|tīrthadhvāṅkṣa|tīrthakāka|tīrthavāyasa
P.2.1.43	4	māsadeya|pūrvāhṇa|saptama|upalakṣaṇa
P.2.1.44	4	araṇyetilaka|kūpepiśācaka|vanebilvaka|vanekiṃśuka
P.2.1.45	4	apararātra|aparāhṇa|pūrvarātra|pūrvāhṇa
P.2.1.46	1	tatra
P.2.1.47	4	avataptenakulasthita|bhasman|pravāhemūtrita|udakeviśīrṇa
P.2.1.48	32	garbhetṛpta|gehedhṛṣṭa|gehedāhin|gehedṛpta|gehekṣveḍin|gehemehin|gehenardin|gehevijitin|gehevyāḍa|geheśūra|goṣṭhekṣveḍin|goṣṭhepaṇḍita|goṣṭhepaṭu|goṣṭhepragalbha|goṣṭhevijitin|goṣṭheśūra|karṇecurucurā|karṇoṭiriṭirā|kumbhamaṇḍūka|kūpakacchapa|maśaka|mātaripuruṣa|nagarakāka|nagaravāyasa|nirīha|pitariśūra|piṇḍīśūra|pātrebahula|pātresamita|udapāna|udumbara|ākhanikabaka
P.2.1.49	9	adhikaraṇa|eka|jar|kevala|khyā|naiyāyika|nava|purāṇa|snā
P.2.1.50	4	pūrveṣukāmaśamī|saṃkhya|ṛṣi|ṣaṣṭha
P.2.1.51	5	karaṇa|paurvaśāla|pañcakapāla|pāñcanāpiti|samāhāra
P.2.1.52	3	dvigu|pañcakapāla|saṃkhya
P.2.1.53	22	apasada|bhīru|caura|cela|dharṣ|dhruva|durdurūṭa|hataka|jālma|khasūci|kheṭa|kitava|kutsana|kutsay|mīmāṃsaka|mūrkha|taskara|vaiyākaraṇa|viṭa|yājana|yājya|yājñika
P.2.1.54	2	aṇaka|pāpa
P.2.1.55	5	dharma|ghanaśyāma|sāmānyavacana|upameya|upamāna
P.2.1.56	23	candana|candra|hastin|kamala|karakisalaya|kitava|kuñjara|mā|padma|palāśa|prayoga|puṇḍarīka|pṛṣant|ruru|siṃha|sāmānya|taru|varāha|vyāghra|vṛka|vṛṣa|ṛkṣa|ṛṣabha
P.2.1.57	8	bhedaka|bhedya|samabhivyāhāra|viśeṣaṇa|viśeṣya|vyāpaka|vyāpya|vyāvartaka
P.2.1.58	12	apara|carama|jaghanya|madhya|madhyama|paścārdha|prapañca|prathama|pūrva|samāna|vīra|vīrapuruṣa
P.2.1.59	39	bhū|bhūta|brāhmaṇa|capala|dal|darś|deva|dhar|har|indra|jñā|kal|kar|kunduma|kuśala|kṛpaṇa|kṛta|kṣatriya|man|mita|mnā|mukunda|muṇḍa|nicaya|nipuṇa|para|paṇḍita|paṭu|pūga|rāśi|sev|upākṛta|vadānya|vidhāna|viśeṣa|śiṣ|śramaṇa|śreṇikṛta|śru
P.2.1.60	4	a|kṛtākṛta|nañ|śiṣ
P.2.1.61	8	karṣ|mahā|parama|pūj|sant|satpuruṣa|utkṛṣṭa|uttama
P.2.1.62	6	caturtha|govṛndāraka|kuñjara|nāga|suṣīma|vṛndāraka
P.2.1.63	6	jāti|karaṇa|katama|katara|kaṭha|paripraśna
P.2.1.64	4	druh|kim|kiṃrājan|kiṃsakhi
P.2.1.65	17	adhyāpaka|baṣkayiṇī|dhenu|dhūrta|gogṛṣṭi|gṛṣṭi|jāti|katipaya|poṭa|prasava|pratyagra|pravaktar|stoka|su|vehat|yuvati|śrotriya
P.2.1.66	17	bhitti|gomatallikā|goprakāṇḍa|gotallaja|hasta|macarcikā|matallikā|miśra|prakāṇḍa|pāda|pāli|pāśa|rūḍhi|tallaja|taṭa|udgha|vitti
P.2.1.67	5	jñāpana|yuvajaratī|yuvakhalati|yuvapalita|yuvavalina
P.2.1.68	3	bhojyoṣṇa|pānīyaśīta|sadṛśa
P.2.1.69	11	bhuj|devabrāhmaṇa|dvāra|kṛtāpakṛta|kṛṣṇasāraṅga|lohitaśabala|mānonmānikā|pītavipīta|sarvakeśin|yātānuyāta|śākapārthiva
P.2.1.70	11	kulaṭā|kumāra|kumāradāsa|kumārakulaṭā|kumāranipuṇa|kumārapravrajitā|kumāraśramaṇā|kumārādhyāpaka|kuśala|pravrajita|śramaṇa
P.2.1.71	2	catuṣpād|garbhin
P.2.1.72	59	ahamahamikā|bhinddhilavaṇā|bhuktvāsuhita|ca|chāttravyaṃsaka|dravyāntara|ehikaṭā|ehiyava|hastagṛhya|hastegṛhya|ihadvitīyā|jahijoḍa|jahistamba|kambojamuṇḍa|khādatamodatā|kāndiśīka|kṛnttavicakṣaṇā|lāṅgula|lāṅgūla|mayūravyaṃsaka|nakhapraca|nipatyarohiṇī|niścapraca|pacalavaṇā|pacaprakūṭā|pacatabhṛjjatā|pat|praveśa|prehikaṭā|prohakaraṭā|prohakardamā|proṣyapāpīyaṃs|punar|pādagṛhya|pītvāsthiraka|snātvākālaka|sātatya|uccanīca|uccāvaca|uddhamacūḍā|uddhamavidhamā|uddharacūḍā|uddharāvasṛjā|ujjahistamba|unmṛjāvamṛjā|utpacanipacā|utpatanipatā|utpatyapākalā|vidhamacūḍā|yadṛcchā|+9
P.2.1.73	1	caturtha
P.2.1.83	1	avyayībhāva
P.2.1.134	1	āp
P.2.2.1	11	adhara|adhikaraṇa|apara|as|avayava|avayavin|ekadeśin|jñāpaka|pūrva|pūrvakāya|uttara
P.2.2.2	3	ardha|pippala|pravibhāga
P.2.2.3	7	bādh|caturtha|dvitīya|jaṭhara|sāmarthya|turya|tṛtīya
P.2.2.4	6	anukarṣaṇa|dvitīya|kim|pad|tarhi|āp
P.2.2.5	4	jāta|māsajāta|paricchedya|parimāṇin
P.2.2.6	2	a|antarāla
P.2.2.7	1	īṣat
P.2.2.8	2	tatstha|ṣaṣṭha
P.2.2.9	12	bhartar|hotar|paricāraka|pariveṣaka|pariṣecaka|pattigaṇaka|pūjaka|rathagaṇaka|snāpaka|udvartaka|utsāhaka|yājaka
P.2.2.10	1	nirdhāraṇa
P.2.2.11	16	adhikaraṇa|avyaya|bandh|caritārtha|gaurava|māndya|pratyeka|pāṭaliputraka|pūraṇa|sant|sidh|suhita|sāhacarya|tarp|var|śukla
P.2.2.12	3	budh|man|pūj
P.2.2.13	4	adhikaraṇa|bhukta|gam|ās
P.2.2.14	4	doha|rakṣita|skanda|āścarya
P.2.2.15	1	śāyaka
P.2.2.16	6	bhakṣaka|bhartar|ikṣubhakṣikā|paryāya|pācaka|sraṣṭar
P.2.2.17	3	bhojaka|dantalekhaka|uddālakapuṣpabhañjikā
P.2.2.18	8	ati|atirājan|duṣ|duṣkula|ku|saunāga|su|ā
P.2.2.19	2	upapada|āhāraka
P.2.2.20	2	niyama|svāduṃkāram
P.2.2.21	3	daṃś|ubhayatra|uccais
P.2.2.23	3	bahuvrīhi|trika|śeṣādhikārīya
P.2.2.24	1	a
P.2.2.25	9	adhika|adūra|dvidaśa|dvitra|sad|saṃkhya|saṃkhyeya|tridaśa|upa
P.2.2.26	7	aindra|dakṣiṇapūrva|kauvera|parigraha|pūrvottara|ruh|uttarapaścima
P.2.2.27	5	daṇḍādaṇḍi|hastāhasti|keśākeśi|sarūpa|vivakṣā
P.2.2.28	2	prāyika|sa
P.2.2.29	9	anvaya|anvācaya|dvaṃdva|itaretara|nirapekṣa|samuccaya|samāhāra|ānuṣaṅgika|ārāt
P.2.2.30	3	purastāt|upasarjana|yuj
P.2.2.31	44	bhārya|bālhīka|citra|citraratha|daṃpati|dāra|dṛṣad|gojavāja|gopāladhānīpūlāsa|guṇa|jampatī|jijñāsthi|jāyā|keśa|kiṇva|lip|luñc|madhu|mṛṣṭa|nagnamuṣita|putra|pūlāsa|rājadanta|sarpis|sic|sirābīja|siñjāśvattha|snātaka|sthūlapūlāsa|taṇḍula|ulūkhala|upta|uśīravīja|vaikārimata|viṣvaksena|vṛddhi|ādi|āragvāyanabandhakī|āraḍvāyani|śabdārtha|śirojānu|śiroviju|śiñjāśvattha|śūdra
P.2.2.32	1	niyama
P.2.2.34	2	pat|svarūpa
P.2.2.35	2	bahuvrīhi|urasiloman
P.2.2.36	2	nibandhana|niṣṭha
P.2.2.37	16	agnyāhita|bhāryoḍha|dantajāta|daṇḍapāṇi|gatārtha|ghṛtapīta|jāta|kṛta|madyapīta|putrajāta|pā|pītataila|tailapīta|āhitāgni|śmaśrujāta|ūḍhabhārya
P.2.2.38	19	badhira|barbara|bhikṣuka|gaura|gaḍula|jaimini|jaṭhara|kaḍāra|kaṃja|khalati|khañja|khoḍa|kuṇṭha|kāṇa|maṭhara|piṅga|piṅgala|tanu|vṛddha
P.2.2.64	1	adhikaraṇa
P.2.2.68	1	adhikaraṇa
P.2.3	1	vibhāṣā
P.2.3.1	3	abhidhāna|asāṃprata|prāyeṇa
P.2.3.2	14	abhitas|adhas|adhi|bhā|dhik|dvitīya|hā|karman|nikaṣā|paritas|samayā|sarvatas|ubhayatas|upari
P.2.3.3	3	agnihotra|hu|tṛtīya
P.2.3.4	3	antareṇa|antarā|yuj
P.2.3.5	3	atyanta|dvis|saṃyoga
P.2.3.6	5	apavarga|grabh|i|parisamāpti|tṛtīya
P.2.3.7	4	lakṣya|pañcama|saptama|śakti
P.2.3.8	4	karmapravacanīya|varṣ|yuj|śākalya
P.2.3.9	7	adhi|adhika|brahmadatta|paryāya|parārdha|upa|ādhikya
P.2.3.10	5	apa|dyut|pari|vraj|ā
P.2.3.11	4	prati|pratidāna|pratinidhi|pratiniryātana
P.2.3.12	6	caturtha|ceṣṭa|gam|gantar|sthā|vraj
P.2.3.13	3	jñā|saṃpradāna|vraj
P.2.3.14	2	sthānin|yā
P.2.3.15	2	bhāvavacana|vraj
P.2.3.16	7	alam|namas|prabhu|svadhā|svasti|svāhā|vaṣaṭ
P.2.3.17	4	anādara|cint|man|tiraskāra
P.2.3.18	3	karaṇa|kartar|tṛtīya
P.2.3.19	3	sama|sārdha|yuj
P.2.3.20	5	aṅga|aṅgin|khañja|kāṇa|vikāra
P.2.3.21	1	itthaṃbhūta
P.2.3.22	1	jñā
P.2.3.23	2	hetu|kāraṇa
P.2.3.24	2	bandh|varj
P.2.3.25	1	bandh
P.2.3.26	3	hetu|prayoga|ṣaṣṭha
P.2.3.27	12	alam|chid|hetu|prati|prayojaka|pā|sarvanāman|sādhanakriyā|tṛtīya|vyavahāra|yam|śiṣṭa
P.2.3.28	1	apādāna
P.2.3.29	14	anya|bhid|caitra|dakṣiṇā|dakṣiṇāhi|darś|itara|maitra|prāñc|pūrva|pūrvadeśa|uttarā|uttarāhi|ṛte
P.2.3.30	3	dakṣiṇatas|puras|uttaratas
P.2.3.31	3	adhareṇa|dakṣiṇena|uttareṇa
P.2.3.32	3	nānā|pṛthak|vinā
P.2.3.33	4	kalpa|katipaya|kṛcchra|stoka
P.2.3.34	2	antika|dūra
P.2.3.35	3	antika|dūra|viśeṣaṇa
P.2.3.36	4	adhikaraṇa|dūra|puṣkalaka|sīman
P.2.3.37	2	bhāva|bhāvavant
P.2.3.39	7	adhipati|dāyāda|pratibhū|su|svāmin|sākṣin|īśvara
P.2.3.40	3	kuśala|par|āyukta
P.2.3.41	4	kṣīra|nirdhāraṇa|pṛthakkaraṇa|śūra
P.2.3.42	2	bhaj|dhar
P.2.3.43	6	anu|arcā|nipuṇa|pari|sādhu|tātparya
P.2.3.44	2	racana|sā
P.2.3.45	2	aś|puṣya
P.2.3.46	7	liṅga|mātra|paricchedaka|parimāṇa|prathama|prātipadika|vacana
P.2.3.47	2	abhimukhīkaraṇa|saṃbodhana
P.2.3.48	1	āmantrita
P.2.3.49	1	saṃbuddhi
P.2.3.50	3	ric|saṃbandha|śeṣa
P.2.3.51	3	bhrānti|jñā|mithyājñāna
P.2.3.52	5	day|i|jñā|smar|īś
P.2.3.53	2	kar|pratiyatna
P.2.3.54	2	jvar|ruj
P.2.3.55	1	nāth
P.2.3.56	7	as|han|jas|krath|naṭ|nipātana|piṣ
P.2.3.57	4	div|har|paṇ|samartha
P.2.3.58	1	div
P.2.3.59	1	div
P.2.3.60	2	brāhmaṇa|div
P.2.3.61	3	brū|iṣ|saṃpradāna
P.2.3.63	1	yaj
P.2.3.64	3	dvis|kṛtvas|tris
P.2.3.65	5	bhettar|kṛtapūrvin|pūrvin|upasthāpya|vac
P.2.3.66	6	anuśāsana|bhedaka|bibhitsā|kṛti|prāpti|pāna
P.2.3.67	2	budh|pūj
P.2.3.68	4	bhukta|gam|ās|śī
P.2.3.69	11	alaṃkariṣṇu|avyaya|cikīrṣu|dadi|ghātuka|kara|netar|niṣṭha|papi|purā|īṣat
P.2.3.70	3	dāyin|gamin|kāraka
P.2.3.71	2	bhaj|geya
P.2.3.72	5	karṣ|sama|tulya|tulā|upamā
P.2.3.73	15	artha|bhadra|hita|jīvita|kuśala|madra|nirāmaya|paryāya|pathya|prapañca|prayojana|sukha|upādāna|āyuṣya|śam
P.2.3.12643	1	upamā
P.2.4.1	5	anuprayoga|dvigu|ekavacana|gam|sidh
P.2.4.2	9	bandh|dvaṃdva|mārdaṅgika|prāṇin|pāṇavika|pāṇi|rathika|sidh|tūrya
P.2.4.3	10	adhyetar|anuvāda|caraṇa|gā|kauthuma|kaṭha|paryudāsa|pratipādana|prāthamika|sthā
P.2.4.4	7	adhvaryu|arka|iṣu|kratu|paurṇamāsa|rājasūya|vajra
P.2.4.5	3	adhyayana|karṣ|padakramaka
P.2.4.6	3	jāti|paryudāsa|vivakṣā
P.2.4.7	9	gaṅgā|jāmbava|kuru|kurujāṅgala|kurukṣetra|uddhya|śiṣ|śoṇa|śālūkinī
P.2.4.8	1	kṣudrajantu
P.2.4.9	6	ahi|govyāghra|kalahāy|kākolūka|mārjāra|śāśvatika
P.2.4.10	10	ayaskāra|bahiṣkaraṇa|cāṇḍāla|mṛtapa|rajaka|saṃskāra|sā|takṣan|tantuvāya|śudh
P.2.4.11	27	bhāgavata|darbha|dāsa|gavaiḍaka|gavāvika|gavāśva|gośva|kirāta|kubja|kuṭīkuṭa|medas|māṃsa|mūtra|paṭīra|puruṣa|putrapautra|pūtīka|strīkumāra|tṛṇa|ulapa|uṣṭra|yakṛt|śakṛt|śara|śoṇita|śvan|śāṭa
P.2.4.12	4	adharottara|aśvabaḍava|pūrvāpara|sidh
P.2.4.13	4	adhikaraṇa|rudh|sidh|śītoṣṇa
P.2.4.14	16	brahman|dadhi|dīkṣā|idhma|madhu|medhā|parivrāj|parivrājaka|pravargya|sarpis|ulūkhala|ādi|śiva|śraddhā|śukla|ṛksāma
P.2.4.15	2	adhikaraṇa|etāvattva
P.2.4.16	2	karṣa|upadaśa
P.2.4.17	1	napuṃsaka
P.2.4.18	2	avyayībhāva|vācyaliṅgatva
P.2.4.19	2	napuṃsaka|varja
P.2.4.20	5	dākṣikanthā|kanthā|sauśami|suśama|āhvara
P.2.4.21	6	nī|prathamatas|upajñā|upakrama|vyākaraṇa|ācikhyāsā
P.2.4.22	2	bāhulya|chāya
P.2.4.23	3	amanuṣya|sabhā|viśeṣa
P.2.4.25	8	agniśāla|bandh|chāya|niśa|senā|surā|śvaniśa|śālā
P.2.4.26	1	liṅga
P.2.4.27	1	aśvabaḍava
P.2.4.28	3	ahorātra|hemanta|prapañca
P.2.4.29	10	ahan|ahna|ahorātra|aparāhṇa|madhyāhna|pumaṃs|pūrvarātra|pūrvāhṇa|rātra|uśīnara
P.2.4.30	3	apatha|gāh|kriyāviśeṣaṇa
P.2.4.31	227	airāvata|ardharca|auṣadha|bala|bhavana|bhūta|bhūṣaṇa|bimba|busta|cakra|camasa|caraṇa|caṣaka|caṣāla|chala|chāla|daivata|dara|daṇḍa|daṇḍaka|deha|dhanus|dharma|dhvaja|dina|divasa|droṇa|dvīpa|dyūta|dāru|dāḍima|dṛḍha|ghṛta|gomaya|gāṇḍīva|gūtha|gṛha|hala|hasta|hima|iṣvāsa|jṛmbha|kabandha|kakuda|kalaha|kalka|kamaṇḍalu|kapaṭa|kapittha|kapāṭa|+177
P.2.4.32	6	anukathana|anvādeśa|atha|dā|idam|upādāna
P.2.4.33	5	atas|atha|atra|i|punarvacana
P.2.4.34	5	dvitīya|dūra|ena|i|idam
P.2.4.35	3	dūra|svarūpa|ārdhadhātuka
P.2.4.36	2	i|jakṣ
P.2.4.37	2	ad|ghas
P.2.4.38	2	ghāsa|praghasa
P.2.4.39	5	ad|bahula|bhar|ghas|vikalpa
P.2.4.40	1	ghas
P.2.4.41	1	vā
P.2.4.42	2	mayūrikābandha|vadh
P.2.4.43	1	vadh
P.2.4.44	2	han|vadh
P.2.4.45	1	gā
P.2.4.46	2	gam|i
P.2.4.47	2	gam|i
P.2.4.48	2	gam|paratas
P.2.4.49	2	gā|vac
P.2.4.50	2	gā|i
P.2.4.51	2	gā|i
P.2.4.52	2	as|bhū
P.2.4.53	1	brū
P.2.4.54	4	anubandha|cakṣ|kśā|nṛcakṣas
P.2.4.55	1	cakṣ
P.2.4.56	7	aj|pravayaṇīya|pravādya|pravāyaka|samaja|samāja|vī
P.2.4.57	3	aj|pravayaṇa|prājana
P.2.4.58	9	kauhaḍa|kauravya|taikāyani|vaida|vāsiṣṭha|yuvan|ārṣa|śaiṣika|śvāphalka
P.2.4.59	18	audabhṛjji|audanyi|audavraji|audañci|audgāhamāni|aujjihāni|bhauliṅgi|daivasthāni|paila|paiṅgalaudāyani|rāhakṣati|rāvaṇi|rāṇa|sātyaki|sātyakāmi|yuvapratyaya|āṅga|śālaṅki
P.2.4.60	4	dākṣi|dākṣāyaṇa|prāñc|pānnāgāri
P.2.4.61	37	bailvaki|bāndhaki|cāphaṭṭaki|dailīpi|daivamati|daivamitri|daivati|daivayajñi|dhāraṇi|kāreṇupāli|naimiśri|naimiṣi|naivaki|naivati|pauṣkarasādi|pauṣpi|pauṣpāyaṇa|prādohani|prāḍāhati|pāraṇi|rāvaṇi|taulvali|taulvalāyana|vaihati|vaikarṇi|vaiki|vairaki|vaiśīti|vaiṅki|vārkaleya|vārkali|āhiṃsi|ānuhārati|ānurāhati|ānuti|āsināsi|āsuri
P.2.4.62	5	aṅga|kaliṅga|tadrāja|vṛka|āṅga
P.2.4.63	36	bahiryoga|bakasaktha|bhalandana|bhaḍila|bhaḍita|bhaṇḍila|bhaṇḍita|druhya|jaṅghāratha|kambalahāra|karṇāḍhaka|kaṭuka|kharapa|kroṣṭukamāna|kroṣṭumāna|kroṣṭupāda|kudri|lahya|manthaka|mathaka|mitrayu|padaka|parṇāḍhaka|piṇḍījaṅgha|puṣkarasad|rakṣomukha|sadāmatta|tṛṇakarṇa|uparimekhala|utkāsa|varṣuka|viśri|viṣapuṭa|yaska|yāska|śīrṣamāya
P.2.4.64	5	garga|urva|vaida|vatsa|vida
P.2.4.65	8	atri|aṅgiras|bhārgava|bhṛgu|gotama|kutsa|vasiṣṭha|ātreya
P.2.4.66	17	anarthaka|arjuna|auddālaki|auddālakāyana|bharata|bālāki|jñā|jñāpaka|jñāpana|manthareṣaṇa|mānthareṣaṇi|pannāgāra|pauṣpi|prayojana|prācya|vaiṅki|yudhiṣṭhira
P.2.4.67	9	aśvāvatāna|bhājana|bindu|gaupavana|gopavana|śigru|śyāmaka|śyāmāka|śyāparṇa
P.2.4.68	20	bakanakha|bhaṇḍīratha|bhraṣṭaka|daśeraka|gudapariṇaddha|kaitavāyana|kitava|kṛṣṇasundara|kṛṣṇājina|lamaka|laṅka|naraka|paphaka|taikāyana|tika|ubja|upaka|uttara|vaṅkhara|śalaṅkaṭa
P.2.4.69	47	anyatarasyām|aupakāyana|badhiraka|bhraṣṭaka|cūḍāraka|dāmakaṇṭha|gaḍuka|jantuka|jaṭilaka|kadāmatta|kalaśīkaṇṭha|kamaka|kamantaka|kapiṣṭhala|karṇaka|kavantaka|kaśakṛtsna|kaṭheraṇi|kharījaṅgha|kuṣītaka|kāśakṛtsna|kṛṣṇapiṅgala|kṛṣṇasundara|kṛṣṇājina|lamaka|lekhābhra|lāmakāyana|madāgha|masūrakarṇa|mayūrakarṇa|nidāgha|padañjala|parṇaka|patañjala|piñjūlaka|piṅgalaka|piṣṭa|pratiloma|pratāna|sudhāyuka|supiṣṭa|udaṅka|upaka|varṇaka|vaṭāraka|āḍāraka|śalāthala
P.2.4.70	4	agasti|kauṇḍinya|kuṇḍina|āgastya
P.2.4.71	1	prātipadika
P.2.4.72	1	ad
P.2.4.73	3	bahula|han|śī
P.2.4.74	8	danīdhvaṃsa|kū|loluva|paryudāsa|popuva|sanīsraṃsa|vad|yaṅ
P.2.4.75	2	dvitva|kar
P.2.4.76	4	bahula|dā|vac|vaś
P.2.4.77	6	bhū|dhā|dā|gā|pā|sthā
P.2.4.78	6	chā|dhā|ghrā|sumanas|sā|śā
P.2.4.79	2	san|tan
P.2.4.80	11	dagh|gam|ghas|hvar|jan|kar|mantra|naś|prā|upalakṣaṇa|var
P.2.4.82	1	avyaya
P.2.4.83	1	upa
P.2.4.84	1	upa
P.2.4.85	3	prathama|praśliṣṭa|sidh
P.2.4.86	1	kakubha
P.2.4.141	1	mantra
P.3.1.1	3	devahūya|parisamāpti|pratyaya
P.3.1.2	2	kalp|pad
P.3.1.3	2	man|ādyudātta
P.3.1.4	1	anudātta
P.3.1.5	3	cit|gup|tij
P.3.1.6	7	bādh|dan|dān|man|uttara|vadh|śān
P.3.1.7	6	gup|iṣ|jñā|mar|samānakartṛka|sarūpa
P.3.1.8	8	kramaṇa|muṇḍa|muṇḍay|putrīy|samānākṣara|sāmānya|vighāta|viśeṣaṇa
P.3.1.9	6	anukarṣaṇa|kiṃkāmy|kāmy|putrakāmy|svaḥkāmy|uttaratra
P.3.1.10	5	car|prāvārīy|putrīy|upamāna|ācāra
P.3.1.11	15	aśv|car|haṃsāy|idānīm|jñā|klība|ojāy|payasy|payāy|prayojana|sañj|saṃniyoga|sthā|tarhi|śyenāy
P.3.1.12	29	bhramāy|bhṛś|bhṛśāy|capalāy|durmanāy|mandāy|ojāy|paṇḍitāy|rahāy|rehat|rehāy|rohāy|saṃścat|saṃścāy|sumanāy|surajas|surajāy|tadbhāva|tṛpat|tṛpāy|unmanāy|utsuka|utsukāy|varcāy|vehāy|śaśvāy|śucivarcas|śucīy|śīghrāy
P.3.1.13	10	caritāy|dāsāy|haritāy|itara|lohitāy|madrāy|mandāy|nīlāy|paṭat|phenāy
P.3.1.14	3	kaṣṭāy|kram|kramaṇa
P.3.1.15	15	apāna|carv|carvaṇa|gar|haradatta|karṣ|nyāsa|pradeśa|punaścarvaṇa|romantha|romanthāy|tapas|tapasy|vart|vartula
P.3.1.16	6	bāṣpāy|phenāy|udvamana|vam|ūṣman|ūṣmāy
P.3.1.17	7	abhrāy|kalahāy|kaṇvāy|meghāy|vairāy|śabdāy|śaiṣika
P.3.1.18	14	alīkāy|aśrāy|duḥkhāy|karuṇāy|kṛcchrāy|kṛpaṇāy|pratīpāy|soḍhāy|sukhāy|tṛptāy|vedana|vid|āsra|āsrāy
P.3.1.19	3	citrīy|namasy|varivasy
P.3.1.20	10	as|bhāṇḍa|ci|cīvara|dhā|grahaṇa|saṃbhāṇḍay|saṃcīvaray|utpuccha|vārttika
P.3.1.21	15	halay|hali|han|kal|kṛtay|lavaṇay|miśray|muṇḍa|muṇḍay|tūsta|vastray|vijaṭa|vitūstay|vratay|ślakṣṇay
P.3.1.22	14	ar|aś|aṭ|jval|mūtray|pac|paunaḥpunya|prasiddhi|pratiṣedha|samabhihāra|sūcay|sūtray|vācya|ūrṇu
P.3.1.23	3	kauṭilya|kram|vraj
P.3.1.24	10	bhāva|car|dah|daṃś|gar|jabh|jap|lup|sad|sādhana
P.3.1.25	20	abhiṣeṇay|anulomay|anutūlay|avacūrṇay|cūrṇay|dhvaṃs|ghaṭṭ|gā|kuṣ|marj|pāśay|rūpay|satyāpay|saṃvarmay|stu|tvacay|upavīṇay|upaślokay|varṇay|ślokay
P.3.1.26	2	hetumant|īr
P.3.1.27	79	asūy|bharaṇy|bhaṅga|bhikṣy|bhiṣajy|bhiṣṇajy|bhuraṇy|caramy|caraṇy|curaṇa|dhaurtya|dravas|dravaty|duvasy|duḥkhy|elāy|gadgady|godhāy|hṛṇīy|ilāy|irajy|irasy|iry|iṣudhy|kaṇḍūy|kelāy|khela|khelāy|kusumy|kuṣubhy|laṭy|lekhy|lekhāy|leṭy|liṭy|lorāy|loṭy|lāṭhy|lī|magadhy|mahīy|manasy|mantūy|medhāy|mṛgy|namasy|nandy|pampasy|payasy|purāṇy|+29
P.3.1.28	7	caritārtha|dhūpāy|gopāy|gup|pan|paṇ|vich
P.3.1.29	1	art
P.3.1.30	1	kam
P.3.1.31	8	art|dhūpāy|gopāy|gup|kam|pan|paṇ|vich
P.3.1.32	1	dhātu
P.3.1.33	1	kar
P.3.1.34	4	juṣ|mad|tar|vap
P.3.1.35	2	kās|nu
P.3.1.36	4	arch|gurumant|īh|ūh
P.3.1.37	2	day|i
P.3.1.38	4	gar|jar|uṣ|vid
P.3.1.39	4	bhar|bhī|hrī|hu
P.3.1.40	6	bhāva|bhū|i|kar|nāla|yuj
P.3.1.41	5	kar|karaṇa|pat|pradarśana|vid
P.3.1.42	9	chandas|ci|jan|kar|loka|pū|ram|sad|vid
P.3.1.44	2	bandh|sthānin
P.3.1.45	4	diś|duh|kuṣ|lih
P.3.1.46	1	śliṣ
P.3.1.47	1	darś
P.3.1.48	5	dru|har|kar|sru|śri
P.3.1.49	2	dhā|śvā
P.3.1.50	2	gopay|gup
P.3.1.51	4	ard|dhvan|il|ūnay
P.3.1.52	3	as|khyā|vac
P.3.1.53	3	hvā|lip|sic
P.3.1.55	8	dyut|gam|mid|muh|puṣ|sraṃs|śuṣ|śvit
P.3.1.56	6	ar|jauhotyādika|sar|sāhacarya|yuj|śās
P.3.1.57	2	bhid|chid
P.3.1.58	7	gluc|gluñc|gruc|mluc|mruc|stabh|śvā
P.3.1.59	5	dar|kar|mar|ruh|śakalāṅguṣṭhaka
P.3.1.60	2	pad|vyatikrama
P.3.1.61	6	budh|dīp|jan|par|pī|tāy
P.3.1.62	4	kar|karmakartar|lū|śabda
P.3.1.63	2	abhiṣeṇay|duh
P.3.1.64	2	dvaṃdva|rudh
P.3.1.65	1	tap
P.3.1.66	2	bhāva|śī
P.3.1.67	1	niṣedha
P.3.1.68	1	kṛtya
P.3.1.70	10	bhlāś|bhram|bhrāś|klam|kram|kṛtya|laṣ|prāñc|tras|truṭ
P.3.1.71	1	yas
P.3.1.72	1	yas
P.3.1.74	1	śru
P.3.1.75	2	akṣ|bhauvādika
P.3.1.76	3	takṣ|tanūkaraṇa|upādāna
P.3.1.78	1	sārvadhātuka
P.3.1.80	2	dhi|kṛv
P.3.1.82	10	anyatra|mādhava|parasmaipadin|prayoga|sautra|skabh|sku|skubh|stabh|stubh
P.3.1.83	1	uttara
