headword_slp1	headword_iast	L_id	arity	members_slp1	members_iast	dcs_status	dcs_compound_raw	dcs_prefix_hits	dcs_split	dcs_arity	dcs_freq_sum	seam_no_sandhi	key_form
puMkzura	puṃkṣura	45646	2	pumaMs + kzura	pumaṃs + kṣura	unattested		0					folded-miss
puMliNga	puṃliṅga	45612	2	pumaMs + liNga	pumaṃs + liṅga	unattested		0					folded-miss
puMmantra	puṃmantra	78729	2	pumaMs + mantra	pumaṃs + mantra	unattested		0					folded-miss
puMnAga	puṃnāga	45944	2	pumaMs + nAga	pumaṃs + nāga	prefix-evidence		4					folded-miss
puMnAman	puṃnāman	45947	2	pumaMs + nAman	pumaṃs + nāman	unattested		0					folded-miss
puMpaSu	puṃpaśu	78728	2	pumaMs + paSu	pumaṃs + paśu	unattested		0					folded-miss
puMrUpa	puṃrūpa	45611	2	pumaMs + rUpa	pumaṃs + rūpa	prefix-evidence		1					folded-miss
puMratna	puṃratna	45609	2	pumaMs + ratna	pumaṃs + ratna	unattested		0					folded-miss
puMskAmA	puṃskāmā	45635	2	pumaMs + kAma	pumaṃs + kāma	unattested		0					folded-miss
puMsputra	puṃsputra	45639	2	pumaMs + putra	pumaṃs + putra	unattested		0					folded-miss
puMveSa	puṃveśa	45619	2	pumaMs + veSa	pumaṃs + veśa	unattested		0					folded-miss
puMvfza	puṃvṛṣa	45618	2	pumaMs + vfza	pumaṃs + vṛṣa	unattested		0					folded-miss
puMyAna	puṃyāna	45606	2	pumaMs + yAna	pumaṃs + yāna	unattested		0					folded-miss
puMyoga	puṃyoga	45608	2	pumaMs + yoga	pumaṃs + yoga	unattested		0					folded-miss
puMyuj	puṃyuj	45607	2	pumaMs + yuj	pumaṃs + yuj	unattested		0					folded-miss
puRqarisrajA	puṇḍarisrajā	45703	2	puRqarIka + sraj	puṇḍarīka + sraj	unattested		0					folded-miss
puRyAha	puṇyāha	45772	2	puRya + ahan	puṇya + ahan	prefix-evidence		11					folded-miss
puRyaBarita	puṇyabharita	45745	2	puRya + Bara	puṇya + bhara	unattested		0					folded-miss
puRyapuRyatA	puṇyapuṇyatā	45739	2	puRya + puRya	puṇya + puṇya	unattested		0					folded-miss
puRyatarIkar	puṇyatarīkar	45731	2	puRyatara + kar	puṇyatara + kar	unattested		0					folded-miss
puRyodakA	puṇyodakā	45774	2	puRya + udaka	puṇya + udaka	attested	puṇyodakā	0	puṇya udaka	2	4	0	exact
puRyodaya	puṇyodaya	45775	2	puRya + udaya	puṇya + udaya	unattested		0					folded-miss
puYjIkar	puñjīkar	45678	2	puYja + kar	puñja + kar	unattested		0					folded-miss
pulakIkfta	pulakīkṛta	46314	2	pulaka + kar	pulaka + kar	unattested		0					folded-miss
pulomArcis	pulomārcis	46338	2	puloman + arcis	puloman + arcis	unattested		0					folded-miss
pulukAma	pulukāma	46332	2	pulu + kAma	pulu + kāma	unattested		0					folded-miss
pulvaGa	pulvagha	46343	2	pulu + aGa	pulu + agha	unattested		0					folded-miss
pumAKya	pumākhya	45956	2	pumaMs + AKyA	pumaṃs + ākhyā	unattested		0					folded-miss
pumanujA	pumanujā	45953	2	pumaMs + anujA	pumaṃs + anujā	unattested		0					folded-miss
pumapatya	pumapatya	45954	2	pumaMs + apatya	pumaṃs + apatya	unattested		0					folded-miss
pumarTa	pumartha	45955	2	pumaMs + arTa	pumaṃs + artha	unattested		0					folded-miss
punaHpAka	punaḥpāka	45846	2	punar + pAka	punar + pāka	unattested		0					folded-miss
punaHpada	punaḥpada	45843	2	punar + pada	punar + pada	unattested		0					folded-miss
punaHsara	punaḥsara	45933	2	punar + sara	punar + sara	unattested		0					folded-miss
punaHstoma	punaḥstoma	45936	2	punar + stoma	punar + stoma	unattested		0					folded-miss
punaHsuKa	punaḥsukha	45934	2	punar + suKa	punar + sukha	unattested		0					folded-miss
punaScandrA	punaścandrā	45924	2	punar + candra	punar + candra	unattested		0					folded-miss
punargava	punargava	45887	2	pu + gava	pu + gava	unattested		0					folded-miss
punaruktIkar	punaruktīkar	78720	2	punarukta + kar	punarukta + kar	unattested		0					folded-miss
purADipa	purādhipa	46046	2	pura + aDipa	pura + adhipa	unattested		0					folded-miss
purAri	purāri	46050	2	pura + ari	pura + ari	prefix-evidence		1					folded-miss
purOkas	puraukas	46301	2	pura + okas	pura + okas	unattested		0					folded-miss
purUcI	purūcī	46239	2	puru + aYc	puru + añc	prefix-evidence		1					folded-miss
purUdvaha	purūdvaha	46241	2	puru + udvaha	puru + udvaha	unattested		0					folded-miss
purUruc	purūruc	46243	2	puru + ruc	puru + ruc	unattested		0					folded-miss
purUvasu	purūvasu	46245	2	puru + vasu	puru + vasu	unattested		0					folded-miss
purUvft	purūvṛt	46246	2	puru + vft	puru + vṛt	unattested		0					folded-miss
puraBid	purabhid	45994	2	pura + Bid	pura + bhid	unattested		0					folded-miss
puraHPala	puraḥphala	45969	2	puras + Pala	puras + phala	unattested		0					folded-miss
puraHpAka	puraḥpāka	45966	2	puras + pAka	puras + pāka	unattested		0					folded-miss
puraHsad	puraḥsad	46020	2	puras + sad	puras + sad	unattested		0					folded-miss
puraHsara	puraḥsara	46021	2	puras + sara	puras + sara	unattested		0					folded-miss
puraMdara	puraṃdara	45986	2	puram + dara	puram + dara	prefix-evidence		5					folded-miss
puraMjana	puraṃjana	45976	2	puram + jana	puram + jana	unattested		0					folded-miss
puraMjaya	puraṃjaya	45977	2	puram + jaya	puram + jaya	prefix-evidence		1					folded-miss
puraSCada	puraśchada	46006	2	puras + Cada	puras + chada	unattested		0					folded-miss
puradvAra	puradvāra	45983	2	pura + dvAra	pura + dvāra	prefix-evidence		2					folded-miss
puradviz	puradviṣ	45984	2	pura + dviz	pura + dviṣ	unattested		0					folded-miss
puragAvaRa	puragāvaṇa	45973	2	puraga + vana	puraga + vana	unattested		0					folded-miss
purahan	purahan	46023	2	pura + han	pura + han	prefix-evidence		1					folded-miss
purajit	purajit	45974	2	pura + jit	pura + jit	prefix-evidence		1					folded-miss
purakowwa	purakoṭṭa	45971	2	pura + kowwa	pura + koṭṭa	unattested		0					folded-miss
puramAlinI	puramālinī	45997	2	pura + mAlA	pura + mālā	unattested		0					folded-miss
puramArga	puramārga	45996	2	pura + mArga	pura + mārga	unattested		0					folded-miss
purapAla	purapāla	45993	2	pura + pAla	pura + pāla	prefix-evidence		1					folded-miss
purarakza	purarakṣa	45999	2	pura + rakza	pura + rakṣa	unattested		0					folded-miss
purastAdDoma	purastāddhoma	46018	2	purastAt + homa	purastāt + homa	unattested		0					folded-miss
puravAstu	puravāstu	46003	2	pura + vAstu	pura + vāstu	unattested		0					folded-miss
puriSaya	puriśaya	46062	2	puri + Saya	puri + śaya	unattested		0					folded-miss
puroBAga	purobhāga	46280	2	puras + BAga	puras + bhāga	unattested		0					folded-miss
puroDA	purodhā	46274	2	puras + DA	puras + dhā	prefix-evidence		2					folded-miss
puroDas	purodhas	46273	2	puras + Das	puras + dhas	unattested		0					folded-miss
purodBavA	purodbhavā	46270	2	pura + udBava	pura + udbhava	unattested		0					folded-miss
purogA	purogā	46255	2	puras + gA	puras + gā	unattested		0					folded-miss
puroga	puroga	46249	2	puras + ga	puras + ga	unattested		0					folded-miss
purogama	purogama	46253	2	puras + gama	puras + gama	unattested		0					folded-miss
purogata	purogata	46250	2	puras + gata	puras + gata	unattested		0					folded-miss
purogava	purogava	46254	2	puras + gava	puras + gava	unattested		0					folded-miss
puroguru	puroguru	46257	2	puras + guru	puras + guru	unattested		0					folded-miss
purohan	purohan	46295	2	puras + han	puras + han	unattested		0					folded-miss
purojava	purojava	46260	2	puras + java	puras + java	unattested		0					folded-miss
purokzam	purokṣam	46248	2	puras + akza	puras + akṣa	unattested		0					folded-miss
puroraTa	puroratha	46288	2	puras + raTa	puras + ratha	unattested		0					folded-miss
puroruc	puroruc	46290	2	puras + ruc	puras + ruc	unattested		0					folded-miss
purovAta	purovāta	46293	2	puras + vAta	puras + vāta	unattested		0					folded-miss
purovasu	purovasu	46292	2	puras + vasu	puras + vasu	unattested		0					folded-miss
purovftta	purovṛtta	46294	2	puras + vftta	puras + vṛtta	unattested		0					folded-miss
puroyoDa	puroyodha	46287	2	puras + yoDa	puras + yodha	unattested		0					folded-miss
puroyuD	puroyudh	46286	2	puras + yuD	puras + yudh	unattested		0					folded-miss
puruBU	purubhū	46128	2	puru + BU	puru + bhū	prefix-evidence		1					folded-miss
puruBuj	purubhuj	46127	2	puru + Buj	puru + bhuj	unattested		0					folded-miss
puruRITa	puruṇītha	46094	2	puru + nITa	puru + nītha	unattested		0					folded-miss
puruSAka	puruśāka	46155	2	puru + SAka	puru + śāka	attested	puruśāka	0	puru śāka	2	6	1	exact
puruScandra	puruścandra	46156	2	puru + candra	puru + candra	prefix-evidence		4					folded-miss
purudaMSaka	purudaṃśaka	46099	2	puru + daMSa	puru + daṃśa	unattested		0					folded-miss
purudama	purudama	46103	2	puru + dama	puru + dama	unattested		0					folded-miss
purudatra	purudatra	46102	2	puru + datra	puru + datra	attested	purudatra	0	puru dattra	2	2	1	exact
purudruh	purudruh	46107	2	puru + druh	puru + druh	unattested		0					folded-miss
purugUrta	purugūrta	46086	2	puru + gUrta	puru + gūrta	unattested		0					folded-miss
puruhUta	puruhūta	46236	2	paru + hUta	paru + hūta	prefix-evidence		4					folded-miss
puruhotra	puruhotra	46238	2	puru + hotra	puru + hotra	unattested		0					folded-miss
puruhuta	puruhuta	46235	2	puru + huta	puru + huta	unattested		0					folded-miss
purujAnu	purujānu	46091	2	puru + jAnu	puru + jānu	unattested		0					folded-miss
purujAta	purujāta	46089	2	puru + jAta	puru + jāta	unattested		0					folded-miss
purujit	purujit	46092	2	puru + jit	puru + jit	unattested		0					folded-miss
purukft	purukṛt	46083	2	puru + kft	puru + kṛt	attested	purukṛt	0	puru kṛt	2	6	1	exact
purukzu	purukṣu	46085	2	puru + kzu	puru + kṣu	unattested		0					folded-miss
purumAya	purumāya	46135	2	puru + mAyA	puru + māyā	attested	purumāyaḥ	0	puru māyā	2	2	0	folded
purumIQa	purumīḍha	46138	2	puru + mIQa	puru + mīḍha	unattested		0					folded-miss
purumeDa	purumedha	46139	2	puru + meDA	puru + medhā	prefix-evidence		1					folded-miss
purumitra	purumitra	46137	2	puru + mitra	puru + mitra	prefix-evidence		1					folded-miss
purupaSu	purupaśu	46118	2	puru + paSu	puru + paśu	unattested		0					folded-miss
purupeSa	purupeśa	46120	2	puru + peSa	puru + peśa	prefix-evidence		1					folded-miss
puruprEza	purupraiṣa	46125	2	puru + prEza	puru + praiṣa	prefix-evidence		1					folded-miss
purupriya	purupriya	46124	2	puru + priya	puru + priya	prefix-evidence		2					folded-miss
puruputra	puruputra	46119	2	puru + putra	puru + putra	unattested		0					folded-miss
pururUpa	pururūpa	46145	2	puru + rUpa	puru + rūpa	attested	pururūpa	0	puru rūpa	2	6	1	exact
pururaTa	pururatha	46141	2	puru + raTa	puru + ratha	unattested		0					folded-miss
pururuc	pururuc	46144	2	puru + ruc	puru + ruc	unattested		0					folded-miss
puruspfh	puruspṛh	46231	2	puru + spfh	puru + spṛh	prefix-evidence		1					folded-miss
purutman	purutman	46096	2	puru + tman	puru + tman	unattested		0					folded-miss
puruvAja	puruvāja	46148	2	puru + vAja	puru + vāja	unattested		0					folded-miss
puruvAra	puruvāra	46149	2	puru + vAra	puru + vāra	attested	puruvāra	0	puru vāra	2	8	1	exact
puruvAra	puruvāra	46150	2	puru + vAra	puru + vāra	attested	puruvāra	0	puru vāra	2	8	1	exact
puruvIra	puruvīra	46152	2	puru + vIra	puru + vīra	prefix-evidence		2					folded-miss
puruvrata	puruvrata	46154	2	puru + vrata	puru + vrata	unattested		0					folded-miss
puruzAMsaka	puruṣāṃsaka	46207	2	puruza + aMsa	puruṣa + aṃsa	unattested		0					folded-miss
puruzIBU	puruṣībhū	78777	2	puruza + BU	puruṣa + bhū	unattested		0					folded-miss
puruzwuta	puruṣṭuta	46227	2	puru + stuta	puru + stuta	unattested		0					folded-miss
purvaRIka	purvaṇīka	46305	2	puru + anIka	puru + anīka	unattested		0					folded-miss
putrIkar	putrīkar	45830	2	putra + kar	putra + kar	unattested		0					folded-miss
putraBAva	putrabhāva	45808	2	putra + BAva	putra + bhāva	unattested		0					folded-miss
putraGna	putraghna	45793	2	putra + Gna	putra + ghna	prefix-evidence		1					folded-miss
putraMjIva	putraṃjīva	45796	2	putram + jIva	putram + jīva	unattested		0					folded-miss
putraSfNgI	putraśṛṅgī	45815	2	putra + SfNga	putra + śṛṅga	unattested		0					folded-miss
putradA	putradā	45799	2	putra + dA	putra + dā	prefix-evidence		25					folded-miss
putrahata	putrahata	45821	2	putra + hata	putra + hata	unattested		0					folded-miss
putrajagDI	putrajagdhī	45794	2	putra + jagDa	putra + jagdha	unattested		0					folded-miss
putrakfTa	putrakṛtha	45792	2	putra + kfTa	putra + kṛtha	unattested		0					folded-miss
putrakftaka	putrakṛtaka	45790	2	putra + kfta	putra + kṛta	unattested		0					folded-miss
putrapOtra	putrapautra	45802	2	putra + pOtra	putra + pautra	prefix-evidence		11					folded-miss
putrasU	putrasū	45820	2	putra + sU	putra + sū	unattested		0					folded-miss
putrasaKa	putrasakha	45817	2	putra + saKi	putra + sakhi	unattested		0					folded-miss
putrasnehamaya	putrasnehamaya	78704	2	putra + sneha	putra + sneha	unattested		0					folded-miss
putrezwi	putreṣṭi	45835	2	putra + izwi	putra + iṣṭi	prefix-evidence		1					folded-miss
puwApuwikA	puṭāpuṭikā	45691	2	puwa + apuwa	puṭa + apuṭa	unattested		0					folded-miss
puwaBeda	puṭabheda	45688	2	puwa + Beda	puṭa + bheda	unattested		0					folded-miss
puwaBid	puṭabhid	45687	2	puwa + Bid	puṭa + bhid	unattested		0					folded-miss
puwagrIva	puṭagrīva	45685	2	puwa + grIvA	puṭa + grīvā	unattested		0					folded-miss
puwapAka	puṭapāka	45686	2	puwa + pAka	puṭa + pāka	prefix-evidence		4					folded-miss
puzkarAkza	puṣkarākṣa	46371	2	puzkara + akza	puṣkara + akṣa	attested	puṣkarākṣa	0	puṣkara akṣa	2	4	0	exact
puzpAkara	puṣpākara	46518	2	puzpa + Akara	puṣpa + ākara	unattested		0					folded-miss
puzpaMDaya	puṣpaṃdhaya	46447	2	puzpam + Daya	puṣpam + dhaya	unattested		0					folded-miss
puzpakaraRqinI	puṣpakaraṇḍinī	46412	2	puzpa + karaRqa	puṣpa + karaṇḍa	unattested		0					folded-miss
puzpapattrin	puṣpapattrin	46449	2	puzpa + pattra	puṣpa + pattra	unattested		0					folded-miss
puzpezu	puṣpeṣu	46541	2	puzpa + izu	puṣpa + iṣu	prefix-evidence		1					folded-miss
puzwiMBara	puṣṭiṃbhara	46406	2	puzwim + Bara	puṣṭim + bhara	unattested		0					folded-miss
puzwikara	puṣṭikara	46395	2	puzwi + kara	puṣṭi + kara	attested	puṣṭikaraḥ	0	puṣṭi kara	2	10	1	exact
qAMkfti	ḍāṃkṛti	28264	2	qAm + kfti	ḍām + kṛti	unattested		0					folded-miss
qimBacakra	ḍimbhacakra	28291	2	qimBa + cakra	ḍimbha + cakra	unattested		0					folded-miss
rADagupta	rādhagupta	84435	2	rADA + gupta	rādhā + gupta	unattested		0					folded-miss
rADaspati	rādhaspati	84440	2	rADa + patiH	rādha + patiḥ	unattested		0					folded-miss
rASIBU	rāśībhū	84656	2	rASi + BU	rāśi + bhū	unattested		0					folded-miss
rASIkar	rāśīkar	84653	2	rASi + kar	rāśi + kar	unattested		0					folded-miss
rAjAnna	rājānna	84274	2	rAjan + anna	rājan + anna	prefix-evidence		1					folded-miss
rAjAnyatva	rājānyatva	84275	2	rAjan + anya	rājan + anya	unattested		0					folded-miss
rAjArha	rājārha	84281	2	rAjan + arha	rājan + arha	prefix-evidence		3					folded-miss
rAjIkfta	rājīkṛta	84303	2	rAji + kfta	rāji + kṛta	unattested		0					folded-miss
rAjaBfta	rājabhṛta	84126	2	rAjan + Bfta	rājan + bhṛta	unattested		0					folded-miss
rAjaDura	rājadhura	84061	2	rAjan + Dur	rājan + dhur	unattested		0					folded-miss
rAjarzi	rājarṣi	84166	2	rAjan + fzi	rājan + ṛṣi	attested	rājarṣiḥ	0	rājan ṛṣi	2	120	0	folded
rAjasU	rājasū	84235	2	rAjan + sU	rājan + sū	prefix-evidence		26					folded-miss
rAjavarcasa	rājavarcasa	84182	2	rAjan + varcas	rājan + varcas	unattested		0					folded-miss
rAjavi	rājavi	84193	2	rAjan + vi	rājan + vi	prefix-evidence		5					folded-miss
rAjendra	rājendra	84309	2	rAjan + indra	rājan + indra	attested	rājendra	0	rājan indra	2	1726	0	exact
rAjezwa	rājeṣṭa	84314	2	rAjan + izwa	rājan + iṣṭa	unattested		0					folded-miss
rAjyakara	rājyakara	84324	2	rAjya + kara	rājya + kara	attested	rājyakaraḥ	0	rājya kara	2	2	1	folded
rAjyakara	rājyakara	84325	2	rAjya + kara	rājya + kara	attested	rājyakaraḥ	0	rājya kara	2	2	1	folded
rAjyalIlAy	rājyalīlāy	84334	2	rAjya + lIlA	rājya + līlā	unattested		0					folded-miss
rAkeSa	rākeśa	83907	2	rAkA + ISa	rākā + īśa	unattested		0					folded-miss
rAmavratin	rāmavratin	84562	2	rAma + vrata	rāma + vrata	unattested		0					folded-miss
rAmeSa	rāmeśa	84608	2	rAma + ISa	rāma + īśa	unattested		0					folded-miss
rAmezu	rāmeṣu	84610	2	rAma + izu	rāma + iṣu	prefix-evidence		1					folded-miss
rAserasa	rāserasa	84693	2	rAse + rasa	rāse + rasa	unattested		0					folded-miss
rAtrimawa	rātrimaṭa	84390	2	rAtrim + awa	rātrim + aṭa	unattested		0					folded-miss
rAyaskAma	rāyaskāma	84624	2	rAyas + kAma	rāyas + kāma	unattested		0					folded-miss
rAyaspoza	rāyaspoṣa	84625	2	rAyas + poza	rāyas + poṣa	prefix-evidence		2					folded-miss
rAyovAja	rāyovāja	84632	2	rAyas + vAja	rāyas + vāja	unattested		0					folded-miss
raBodA	rabhodā	83555	2	raBas + dA	rabhas + dā	unattested		0					folded-miss
raGuzyad	raghuṣyad	82936	2	raGu + syad	raghu + syad	unattested		0					folded-miss
raMsujihva	raṃsujihva	82646	2	raMsu + jihvA	raṃsu + jihvā	unattested		0					folded-miss
raNgANgA	raṅgāṅgā	82983	2	raNga + aNga	raṅga + aṅga	unattested		0					folded-miss
raNgAri	raṅgāri	82985	2	raNga + ari	raṅga + ari	unattested		0					folded-miss
raNgada	raṅgada	82954	2	raNga + da	raṅga + da	unattested		0					folded-miss
raNgaja	raṅgaja	82951	2	raNga + ja	raṅga + ja	unattested		0					folded-miss
raNgakAra	raṅgakāra	82947	2	raNga + kAra	raṅga + kāra	unattested		0					folded-miss
raNgeSa	raṅgeśa	82990	2	raNga + ISa	raṅga + īśa	unattested		0					folded-miss
raRANga	raṇāṅga	83138	2	raRa + aNga	raṇa + aṅga	prefix-evidence		1					folded-miss
raRASva	raṇāśva	83148	2	raRa + aSva	raṇa + aśva	unattested		0					folded-miss
raRAramBA	raṇārambhā	83145	2	raRa + AramBa	raṇa + ārambha	unattested		0					folded-miss
raRaMjaya	raṇaṃjaya	83108	2	raRam + jaya	raṇam + jaya	unattested		0					folded-miss
raReSa	raṇeśa	83151	2	raRa + ISa	raṇa + īśa	unattested		0					folded-miss
raRecara	raṇecara	83150	2	raRe + cara	raṇe + cara	unattested		0					folded-miss
raRqASramin	raṇḍāśramin	83157	2	raRqa + ASrama	raṇḍa + āśrama	unattested		0					folded-miss
raTABra	rathābhra	83453	2	raTa + aBra	ratha + abhra	unattested		0					folded-miss
raTANgAhva	rathāṅgāhva	83448	2	raTANga + AhvA	rathāṅga + āhvā	prefix-evidence		1					folded-miss
raTANga	rathāṅga	83441	2	raTa + aNga	ratha + aṅga	prefix-evidence		8					folded-miss
raTASva	rathāśva	83460	2	raTa + aSva	ratha + aśva	prefix-evidence		28					folded-miss
raTAkza	rathākṣa	83437	2	raTa + akza	ratha + akṣa	prefix-evidence		2					folded-miss
raTAkza	rathākṣa	83438	2	raTa + akza	ratha + akṣa	prefix-evidence		2					folded-miss
raTAraTi	rathārathi	83454	2	raTa + raTa	ratha + ratha	unattested		0					folded-miss
raTAsah	rathāsah	83462	2	raTa + sah	ratha + sah	unattested		0					folded-miss
raTOGa	rathaugha	83490	2	raTa + oGa	ratha + ogha	prefix-evidence		3					folded-miss
raTaMtara	rathaṃtara	83386	2	raTam + tara	ratham + tara	unattested		0					folded-miss
raTajit	rathajit	83373	2	raTa + jit	ratha + jit	prefix-evidence		1					folded-miss
raTajit	rathajit	83374	2	raTa + jit	ratha + jit	prefix-evidence		1					folded-miss
raTeSa	ratheśa	83478	2	raTa + ISa	ratha + īśa	unattested		0					folded-miss
raTezA	ratheṣā	83480	2	raTa + IzA	ratha + īṣā	attested	ratheṣā	0	ratha īṣā	2	2	0	exact
raTezu	ratheṣu	83481	2	raTa + izu	ratha + iṣu	unattested		0					folded-miss
raTozmA	rathoṣmā	83489	2	raTa + uzman	ratha + uṣman	unattested		0					folded-miss
rahIkar	rahīkar	83889	2	rahas + kar	rahas + kar	unattested		0					folded-miss
rahaHsTa	rahaḥstha	83886	2	rahas + sTa	rahas + stha	unattested		0					folded-miss
rahogata	rahogata	83891	2	rahas + gata	rahas + gata	unattested		0					folded-miss
rajIkar	rajīkar	83061	2	rajas + kar	rajas + kar	unattested		0					folded-miss
rajatAdri	rajatādri	83023	2	rajata + adri	rajata + adri	prefix-evidence		1					folded-miss
rajogAtra	rajogātra	83064	2	rajas + gAtra	rajas + gātra	unattested		0					folded-miss
raktABa	raktābha	82824	2	rakta + ABA	rakta + ābhā	attested	raktābhaḥ	0	rakta ābha	2	2	0	folded
raktADAra	raktādhāra	82820	2	rakta + ADAra	rakta + ādhāra	unattested		0					folded-miss
raktADarA	raktādharā	82819	2	rakta + aDara	rakta + adhara	unattested		0					folded-miss
raktANga	raktāṅga	82817	2	rakta + aNga	rakta + aṅga	attested	raktāṅgaḥ	0	rakta aṅga	2	6	0	folded
raktANka	raktāṅka	82816	2	rakta + aNka	rakta + aṅka	unattested		0					folded-miss
raktAkta	raktākta	82813	2	rakta + Akta	rakta + ākta	unattested		0					folded-miss
raktAkza	raktākṣa	82814	2	rakta + akza	rakta + akṣa	attested	raktākṣaḥ	0	rakta akṣa	2	12	0	exact
raktAlu	raktālu	82835	2	rakta + Alu	rakta + ālu	unattested		0					folded-miss
raktAmra	raktāmra	82830	2	rakta + Amra	rakta + āmra	unattested		0					folded-miss
raktaSukratA	raktaśukratā	82793	2	rakta + Sukra	rakta + śukra	unattested		0					folded-miss
raktaja	raktaja	82692	2	rakta + ja	rakta + ja	prefix-evidence		2					folded-miss
raktamUtratA	raktamūtratā	82760	2	rakta + mUtra	rakta + mūtra	unattested		0					folded-miss
raktapittahA	raktapittahā	82732	2	raktapitta + hA	raktapitta + hā	unattested		0					folded-miss
raktasUryAy	raktasūryāy	82807	2	rakta + sUrya	rakta + sūrya	unattested		0					folded-miss
raktasaMjYa	raktasaṃjña	82800	2	rakta + saMjYA	rakta + saṃjñā	unattested		0					folded-miss
raktekzu	raktekṣu	82842	2	rakta + ikzu	rakta + ikṣu	prefix-evidence		1					folded-miss
rakzaHsaBam	rakṣaḥsabham	82869	2	rakzas + saBA	rakṣas + sabhā	unattested		0					folded-miss
rakzaISa	rakṣaīśa	82852	2	rakzas + ISa	rakṣas + īśa	unattested		0					folded-miss
rakzoGna	rakṣoghna	82900	2	rakzas + Gna	rakṣas + ghna	attested	rakṣoghnaḥ	0	rakṣas ghna	2	10	0	exact
rasAKana	rasākhana	83809	2	rasA + Kana	rasā + khana	unattested		0					folded-miss
rasASa	rasāśa	83841	2	rasa + ASa	rasa + āśa	unattested		0					folded-miss
rasAYjana	rasāñjana	83811	2	rasa + aYjana	rasa + añjana	prefix-evidence		3					folded-miss
rasAdAna	rasādāna	83815	2	rasa + AdAna	rasa + ādāna	unattested		0					folded-miss
rasAhva	rasāhva	83847	2	rasa + AhvA	rasa + āhvā	unattested		0					folded-miss
rasAmla	rasāmla	83828	2	rasa + amla	rasa + amla	unattested		0					folded-miss
rasAtmaka	rasātmaka	83814	2	rasa + Atman	rasa + ātman	prefix-evidence		2					folded-miss
rasendra	rasendra	83859	2	rasa + indra	rasa + indra	attested	rasendraḥ	0	rasa indra	2	60	0	folded
ratAnduka	ratānduka	83182	2	rata + anduka	rata + anduka	unattested		0					folded-miss
ratAyanI	ratāyanī	83186	2	rata + ayana	rata + ayana	unattested		0					folded-miss
rataguru	rataguru	83169	2	rata + guru	rata + guru	unattested		0					folded-miss
ratajvara	ratajvara	83170	2	rata + jvara	rata + jvara	unattested		0					folded-miss
ratakIla	ratakīla	83168	2	rata + kIla	rata + kīla	unattested		0					folded-miss
ratardDika	ratarddhika	83177	2	rata + fdDi	rata + ṛddhi	unattested		0					folded-miss
ratavraRa	ratavraṇa	83179	2	rata + vraRa	rata + vraṇa	unattested		0					folded-miss
ratnANka	ratnāṅka	83319	2	ratna + aNka	ratna + aṅka	unattested		0					folded-miss
ratnendra	ratnendra	83334	2	ratna + indra	ratna + indra	unattested		0					folded-miss
ratyaNga	ratyaṅga	83339	2	rati + aNga	rati + aṅga	unattested		0					folded-miss
ravisaMjYaka	ravisaṃjñaka	83669	2	ravi + saMjYA	ravi + saṃjñā	unattested		0					folded-miss
rayizAc	rayiṣāc	83620	2	rayi + sAc	rayi + sāc	unattested		0					folded-miss
rayizAh	rayiṣāh	83621	2	rayi + sAh	rayi + sāh	unattested		0					folded-miss
rayizWA	rayiṣṭhā	83623	2	rayi + sTA	rayi + sthā	unattested		0					folded-miss
revatiputra	revatiputra	85269	2	revatI + putra	revatī + putra	unattested		0					folded-miss
rezmacCinna	reṣmacchinna	85289	2	rezman + Cinna	reṣman + chinna	unattested		0					folded-miss
rikTAda	rikthāda	84745	2	rikTa + Ada	riktha + āda	unattested		0					folded-miss
roDacakra	rodhacakra	85377	2	roDa + cakra	rodha + cakra	unattested		0					folded-miss
roDakft	rodhakṛt	85376	2	roDa + kft	rodha + kṛt	unattested		0					folded-miss
rohiRizeRa	rohiṇiṣeṇa	85498	2	rohiRI + senA	rohiṇī + senā	unattested		0					folded-miss
romakUpa	romakūpa	85415	2	roman + kUpa	roman + kūpa	unattested		0					folded-miss
romakanda	romakanda	85409	2	roman + kanda	roman + kanda	unattested		0					folded-miss
romakarRaka	romakarṇaka	85411	2	roman + karRa	roman + karṇa	unattested		0					folded-miss
rugdAha	rugdāha	84869	2	ruj + dAha	ruj + dāha	prefix-evidence		3					folded-miss
rujAkara	rujākara	84919	2	rujA + kara	rujā + kara	prefix-evidence		2					folded-miss
rujaskara	rujaskara	84915	2	rujas + kara	rujas + kara	unattested		0					folded-miss
rukkAma	rukkāma	84841	2	ruc + kAma	ruc + kāma	unattested		0					folded-miss
rukmezu	rukmeṣu	84862	2	rukma + izu	rukma + iṣu	prefix-evidence		1					folded-miss
sAByAsa	sābhyāsa	108406	2	sa + aByAsa	sa + abhyāsa	unattested		0					folded-miss
sADAraRIBU	sādhāraṇībhū	108209	2	sADAraRa + BU	sādhāraṇa + bhū	unattested		0					folded-miss
sADAraRIkar	sādhāraṇīkar	108208	2	sADAraRa + kar	sādhāraṇa + kar	unattested		0					folded-miss
sADanIBU	sādhanībhū	108194	2	sADana + BU	sādhana + bhū	unattested		0					folded-miss
sADvarya	sādhvarya	108267	2	sADu + arya	sādhu + arya	unattested		0					folded-miss
sADyavasAnA	sādhyavasānā	108260	2	sa + aDyavasAna	sa + adhyavasāna	unattested		0					folded-miss
sAMDivigrahika	sāṃdhivigrahika	108343	2	saMDi + vigraha	saṃdhi + vigraha	unattested		0					folded-miss
