headword_slp1	headword_iast	L_id	arity	members_slp1	members_iast
ajadaRqI	ajadaṇḍī	897	2	aja + daRqa	aja + daṇḍa
ajadevatA	ajadevatā	898	2	aja + devatA	aja + devatā
ajagallikA	ajagallikā	887	2	aja + gallikA	aja + gallikā
ajaganDa	ajagandha	883	2	aja + ganDa	aja + gandha
ajahatsvArTA	ajahatsvārthā	944	2	a + jahat	a + jahat
ajajIvika	ajajīvika	892	2	aja + jIvikA	aja + jīvikā
ajakAjAta	ajakājāta	878	2	ajakA + jAta	ajakā + jāta
ajakUlA	ajakūlā	880	2	aja + kUla	aja + kūla
ajakarRa	ajakarṇa	875	2	aja + karRa	aja + karṇa
ajakzIra	ajakṣīra	881	2	aja + kzIra	aja + kṣīra
ajalambana	ajalambana	934	2	aja + lambana	aja + lambana
ajalomI	ajalomī	936	2	aja + loma	aja + loma
ajaloman	ajaloman	935	2	aja + loman	aja + loman
ajamAra	ajamāra	916	2	aja + mAra	aja + māra
ajamAyu	ajamāyu	915	2	aja + mAyu	aja + māyu
ajamBa	ajambha	922	2	a + jamBa	a + jambha
ajamIQa	ajamīḍha	917	2	aja + mIQa	aja + mīḍha
ajamodA	ajamodā	920	2	aja + moda	aja + moda
ajamuKa	ajamukha	918	2	aja + muKa	aja + mukha
ajana	ajana	900	2	a + jana	a + jana
ajanani	ajanani	901	2	a + janani	a + janani
ajanya	ajanya	904	2	a + janya	a + janya
ajapAd	ajapād	909	2	aja + pAd	aja + pād
ajapAda	ajapāda	910	2	aja + pAda	aja + pāda
ajapAla	ajapāla	912	2	aja + pAla	aja + pāla
ajapArSva	ajapārśva	911	2	aja + pArSva	aja + pārśva
ajapa	ajapa	906	2	a + japa	a + japa
ajapada	ajapada	908	2	aja + pada	aja + pada
ajaqa	ajaḍa	894	2	a + jaqa	a + jaḍa
ajarAja	ajarāja	931	2	aja + rAja	aja + rāja
ajara	ajara	927	2	a + jara	a + jara
ajarant	ajarant	928	2	a + jarant	a + jarant
ajaras	ajaras	930	2	a + jaras	a + jaras
ajarayu	ajarayu	929	2	a + jarayu	a + jarayu
ajarya	ajarya	932	2	a + jarya	a + jarya
ajarzaBa	ajarṣabha	933	2	aja + fzaBa	aja + ṛṣabha
ajasra	ajasra	943	2	a + jasra	a + jasra
ajavAha	ajavāha	939	2	aja + vAha	aja + vāha
ajavITI	ajavīthī	940	2	aja + vITI	aja + vīthī
ajavas	ajavas	937	2	a + javas	a + javas
ajavasti	ajavasti	938	2	aja + vasti	aja + vasti
ajawA	ajaṭā	893	2	a + jawA	a + jaṭā
ajaya	ajaya	923	2	a + jaya	a + jaya
ajaya	ajaya	924	2	a + jaya	a + jaya
ajayagarha	ajayagarha	925	2	ajaya + garhA	ajaya + garhā
ajayya	ajayya	926	2	a + jayya	a + jayya
ajeya	ajeya	1015	2	a + jeya	a + jeya
ajihma	ajihma	995	2	a + jihma	a + jihma
ajihmaga	ajihmaga	996	2	ajihma + ga	ajihma + ga
ajihva	ajihva	997	2	a + jihvA	a + jihvā
ajinaPalA	ajinaphalā	985	2	ajina + Pala	ajina + phala
ajinapatrA	ajinapatrā	982	2	ajina + patra	ajina + patra
ajinapatrI	ajinapatrī	984	2	ajina + patra	ajina + patra
ajinasaMDa	ajinasaṃdha	988	2	ajina + saMDa	ajina + saṃdha
ajinavAsin	ajinavāsin	987	2	ajina + vAsa	ajina + vāsa
ajinayoni	ajinayoni	986	2	ajina + yoni	ajina + yoni
ajirADirAja	ajirādhirāja	992	2	ajira + aDirAja	ajira + adhirāja
ajiraSocis	ajiraśocis	991	2	ajira + Socis	ajira + śocis
ajitApIqa	ajitāpīḍa	980	2	ajita + ApIqa	ajita + āpīḍa
ajitAtman	ajitātman	979	2	ajita + Atman	ajita + ātman
ajita	ajita	975	2	a + jita	a + jita
ajitabalA	ajitabalā	977	2	ajita + bala	ajita + bala
ajitakeSakambala	ajitakeśakambala	976	3	ajita + keSa + kambala	ajita + keśa + kambala
ajitavikrama	ajitavikrama	978	2	ajita + vikrama	ajita + vikrama
ajoza	ajoṣa	1019	2	a + joza	a + joṣa
ajozya	ajoṣya	1020	2	a + jozya	a + joṣya
ajura	ajura	1011	2	a + jura	a + jura
ajurya	ajurya	1012	2	a + jurya	a + jurya
ajuzwa	ajuṣṭa	1013	2	a + juzwa	a + juṣṭa
ajuzwi	ajuṣṭi	1014	2	a + juzwi	a + juṣṭi
ajyAni	ajyāni	1037	2	a + jyAni	a + jyāni
ajyeya	ajyeya	62853	2	a + jyeya	a + jyeya
ajyezWa	ajyeṣṭha	1038	2	a + jyezWa	a + jyeṣṭha
akARqa	akāṇḍa	95	2	a + kARqa	a + kāṇḍa
akAla	akāla	110	2	a + kAla	a + kāla
akAlajaladodaya	akālajaladodaya	111	2	akAla + jaladodaya	akāla + jaladodaya
akAlameGodaya	akālameghodaya	112	2	akAla + meGodaya	akāla + meghodaya
akAlavelA	akālavelā	113	2	akAla + velA	akāla + velā
akAma	akāma	97	2	a + kAma	a + kāma
akAmahata	akāmahata	101	2	a + kAmahata	a + kāmahata
akAmakarSana	akāmakarśana	98	2	a + kAmakarSana	a + kāmakarśana
akAmatas	akāmatas	99	2	a + kAmatas	a + kāmatas
akArRavezwakika	akārṇaveṣṭakika	106	2	a + kArRavezwakika	a + kārṇaveṣṭakika
akAra	akāra	103	2	a + kAra	a + kāra
akAraRa	akāraṇa	104	2	a + kAraRa	a + kāraṇa
akArin	akārin	105	2	a + kArin	a + kārin
akArya	akārya	107	2	a + kArya	a + kārya
akAryakArin	akāryakārin	108	2	a + kAryakArin	a + kāryakārin
akAya	akāya	102	2	a + kAya	a + kāya
akOSala	akauśala	144	2	a + kOSala	a + kauśala
akUrca	akūrca	128	2	a + kUrca	a + kūrca
aka	aka	65	2	a + ka	a + ka
akaTam	akatham	62437	2	a + kaTA	a + kathā
akaca	akaca	66	2	a + kaca	a + kaca
akala	akala	82	2	a + kalA	a + kalā
akalkA	akalkā	87	2	a + kalka	a + kalka
akalka	akalka	83	2	a + kalka	a + kalka
akalkana	akalkana	85	2	a + kalkana	a + kalkana
akalmAza	akalmāṣa	89	2	a + kalmAza	a + kalmāṣa
akalpa	akalpa	88	2	a + kalpa	a + kalpa
akampita	akampita	71	2	a + kampita	a + kampita
akanizWa	akaniṣṭha	67	2	a + kanizWa	a + kaniṣṭha
akanyA	akanyā	69	2	a + kanyA	a + kanyā
akapIvant	akapīvant	70	2	a + kapIvant	a + kapīvant
akarA	akarā	73	2	a + kara	a + kara
akarRa	akarṇa	76	2	a + karRa	a + karṇa
akaraRi	akaraṇi	72	2	a + karaRi	a + karaṇi
akarkaSa	akarkaśa	75	2	a + karkaSa	a + karkaśa
akarmaka	akarmaka	79	2	a + karman	a + karman
akarman	akarman	80	2	a + karman	a + karman
akarman	akarman	81	2	a + karman	a + karman
akaruRa	akaruṇa	74	2	a + karuRa	a + karuṇa
akasmAt	akasmāt	94	2	a + kasmAt	a + kasmāt
akavAri	akavāri	92	2	a + kavAri	a + kavāri
akava	akava	90	2	a + kava	a + kava
akavaca	akavaca	91	2	a + kavaca	a + kavaca
akavi	akavi	93	2	a + kavi	a + kavi
akeSa	akeśa	142	2	a + keSa	a + keśa
aketu	aketu	141	2	a + ketu	a + ketu
akfSASva	akṛśāśva	137	2	a + kfSa	a + kṛśa
akfSa	akṛśa	62477	2	a + kfSa	a + kṛśa
akfta	akṛta	130	2	a + kfta	a + kṛta
akfta	akṛta	131	2	a + kfta	a + kṛta
akftavraRa	akṛtavraṇa	133	2	akfta + vraRa	akṛta + vraṇa
akftsna	akṛtsna	136	2	a + kftsna	a + kṛtsna
akfttaruc	akṛttaruc	134	2	a + kftta	a + kṛtta
akftya	akṛtya	135	2	a + kftya	a + kṛtya
akfzIvala	akṛṣīvala	138	2	a + kfzIvala	a + kṛṣīvala
akfzRakarman	akṛṣṇakarman	140	2	a + kfzRakarman	a + kṛṣṇakarman
akfzwapacya	akṛṣṭapacya	139	2	a + kfzwapacya	a + kṛṣṭapacya
akiMcana	akiṃcana	114	2	a + kiMcana	a + kiṃcana
akitava	akitava	117	2	a + kitava	a + kitava
akleSa	akleśa	164	2	a + kleSa	a + kleśa
akopa	akopa	62481	2	a + kopa	a + kopa
akowa	akoṭa	143	2	a + kowa	a + koṭa
akrAnta	akrānta	157	2	a + krAnta	a + krānta
akrILant	akrīLant	158	2	a + krILant	a + krīLant
akrIyamARa	akrīyamāṇa	159	2	a + krIyamARa	a + krīyamāṇa
akrUra	akrūra	160	2	a + krUra	a + krūra
akrama	akrama	153	2	a + krama	a + krama
akratu	akratu	152	2	a + kratu	a + kratu
akravihasta	akravihasta	154	2	a + kravihasta	a + kravihasta
akravyAd	akravyād	155	2	a + kravyAd	a + kravyād
akravyAda	akravyāda	156	2	a + kravyAda	a + kravyāda
akroDa	akrodha	161	2	a + kroDa	a + krodha
akroDana	akrodhana	162	2	a + kroDana	a + krodhana
akuSala	akuśala	126	2	a + kuSala	a + kuśala
akula	akula	124	2	a + kula	a + kula
akula	akula	62469	2	a + kula	a + kula
akumAra	akumāra	123	2	a + kumAra	a + kumāra
akupya	akupya	122	2	a + kupya	a + kupya
akutas	akutas	118	2	a + kutas	a + kutas
akutoBaya	akutobhaya	119	2	akutas + Baya	akutas + bhaya
akzAnti	akṣānti	233	2	a + kzAnti	a + kṣānti
akzArAlavaRASin	akṣārālavaṇāśin	235	2	akzAra + alavaRa	akṣāra + alavaṇa
akzAralavaRa	akṣāralavaṇa	234	2	a + kzAralavaRa	a + kṣāralavaṇa
akzAvApa	akṣāvāpa	237	2	akza + AvApa	akṣa + āvāpa
akzAvapana	akṣāvapana	236	2	akza + Avapana	akṣa + āvapana
akzIRa	akṣīṇa	62545	2	a + kzIRa	a + kṣīṇa
akzIva	akṣīva	258	2	a + kzIva	a + kṣīva
akzIyamARa	akṣīyamāṇa	257	2	a + kzIyamARa	a + kṣīyamāṇa
akzRayAvan	akṣṇayāvan	279	2	akzRa + yAvan	akṣṇa + yāvan
akzaDUrta	akṣadhūrta	182	2	akza + DUrta	akṣa + dhūrta
akzaDara	akṣadhara	181	2	akza + Dara	akṣa + dhara
akzaDur	akṣadhur	62507	2	akza + Dur	akṣa + dhur
akzaSORqa	akṣaśauṇḍa	227	2	akza + SORqa	akṣa + śauṇḍa
akzadfS	akṣadṛś	176	2	akza + dfS	akṣa + dṛś
akzadrugDa	akṣadrugdha	180	2	akza + drugDa	akṣa + drugdha
akzadyU	akṣadyū	178	2	akza + dyU	akṣa + dyū
akzadyUta	akṣadyūta	179	2	akza + dyUta	akṣa + dyūta
akzaja	akṣaja	171	2	akza + ja	akṣa + ja
akzamA	akṣamā	191	2	a + kzamA	a + kṣamā
akzama	akṣama	190	2	a + kzama	a + kṣama
akzapIqA	akṣapīḍā	189	2	akza + pIqA	akṣa + pīḍā
akzarANga	akṣarāṅga	221	2	akzara + aNga	akṣara + aṅga
akzarAja	akṣarāja	222	2	akza + rAja	akṣa + rāja
akzara	akṣara	203	2	a + kzara	a + kṣara
akzaraBAj	akṣarabhāj	216	2	akzara + BAj	akṣara + bhāj
akzaranyAsa	akṣaranyāsa	213	2	akzara + nyAsa	akṣara + nyāsa
akzarapaNkti	akṣarapaṅkti	215	2	akzara + paNkti	akṣara + paṅkti
akzarasaMsTAna	akṣarasaṃsthāna	220	2	akzara + saMsTAna	akṣara + saṃsthāna
akzaravinyAsa	akṣaravinyāsa	218	2	akzara + vinyAsa	akṣara + vinyāsa
akzasUkta	akṣasūkta	228	2	akza + sUkta	akṣa + sūkta
akzata	akṣata	173	2	a + kzata	a + kṣata
akzatra	akṣatra	174	2	a + kzatra	a + kṣatra
akzavAwa	akṣavāṭa	225	2	akza + vAwa	akṣa + vāṭa
akzavftta	akṣavṛtta	226	2	akza + vftta	akṣa + vṛtta
akzaya	akṣaya	195	2	a + kzaya	a + kṣaya
akzayaguRa	akṣayaguṇa	196	2	akzaya + guRa	akṣaya + guṇa
akzayamati	akṣayamati	200	2	akzaya + mati	akṣaya + mati
akzayapuruhUta	akṣayapuruhūta	199	2	akzaya + puruhUta	akṣaya + puruhūta
akzayatftIyA	akṣayatṛtīyā	197	2	akzaya + tftIyA	akṣaya + tṛtīyā
akzayiRI	akṣayiṇī	201	2	a + kzayiRI	a + kṣayiṇī
akzayya	akṣayya	202	2	a + kzayya	a + kṣayya
akzetra	akṣetra	263	2	a + kzetra	a + kṣetra
akzetra	akṣetra	264	2	a + kzetra	a + kṣetra
akzetrajYa	akṣetrajña	265	2	a + kzetrajYa	a + kṣetrajña
akzetravid	akṣetravid	266	2	a + kzetravid	a + kṣetravid
akzetrin	akṣetrin	267	2	a + kzetrin	a + kṣetrin
akziBU	akṣibhū	249	2	akzi + BU	akṣi + bhū
akziBezaja	akṣibheṣaja	250	2	akzi + Bezaja	akṣi + bheṣaja
akziBruva	akṣibhruva	251	2	akzi + BrU	akṣi + bhrū
akzigata	akṣigata	242	2	akzi + gata	akṣi + gata
akzijAha	akṣijāha	243	2	akzi + jAha	akṣi + jāha
akzikUwa	akṣikūṭa	240	2	akzi + kUwa	akṣi + kūṭa
akzikUwaka	akṣikūṭaka	241	2	akzi + kUwaka	akṣi + kūṭaka
akziloman	akṣiloman	253	2	akzi + loman	akṣi + loman
akzipat	akṣipat	248	2	akzi + pat	akṣi + pat
akzitAvasu	akṣitāvasu	245	2	akzita + vasu	akṣita + vasu
akzita	akṣita	244	2	a + kzita	a + kṣita
akziti	akṣiti	246	2	a + kziti	a + kṣiti
akzitoti	akṣitoti	247	2	akzita + Uti	akṣita + ūti
akzivikURita	akṣivikūṇita	255	2	akzi + vikURita	akṣi + vikūṇita
akziyant	akṣiyant	252	2	a + kziyant	a + kṣiyant
akzoBa	akṣobha	272	2	a + kzoBa	a + kṣobha
akzoBya	akṣobhya	273	2	a + kzoBya	a + kṣobhya
akzoByarAja	akṣobhyarāja	274	2	akzoBya + rAja	akṣobhya + rāja
akzuD	akṣudh	261	2	a + kzuD	a + kṣudh
akzuDya	akṣudhya	262	2	a + kzuDya	a + kṣudhya
akzudra	akṣudra	260	2	a + kzudra	a + kṣudra
alAtAkzI	alātākṣī	65281	2	alAta + akza	alāta + akṣa
alaMBUzRu	alaṃbhūṣṇu	6136	2	alam + BUzRu	alam + bhūṣṇu
alaMDUma	alaṃdhūma	6128	2	alam + DUma	alam + dhūma
alaMDana	alaṃdhana	6127	2	alam + Dana	alam + dhana
alaMbala	alaṃbala	6134	2	alam + bala	alam + bala
alaMjIvika	alaṃjīvika	6124	2	alam + jIvikA	alam + jīvikā
alaMjuza	alaṃjuṣa	6125	2	alam + juza	alam + juṣa
alaMkarmIRa	alaṃkarmīṇa	6109	2	alam + karman	alam + karman
alaMkumAri	alaṃkumāri	6116	2	alam + kumArI	alam + kumārī
alaMpaSu	alaṃpaśu	6132	2	alam + paSu	alam + paśu
alaMpawa	alaṃpaṭa	6131	2	alam + pawa	alam + paṭa
alaMpuruzIRa	alaṃpuruṣīṇa	6133	2	alam + puruza	alam + puruṣa
alakADipa	alakādhipa	6091	2	alakA + aDipa	alakā + adhipa
alampawa	alampaṭa	14148	2	a + lampawa	a + lampaṭa
alapadma	alapadma	65267	2	ala + padma	ala + padma
alarzirAti	alarṣirāti	6140	2	ar + rAti	ar + rāti
alasa	alasa	6145	2	a + lasa	a + lasa
alaya	alaya	6137	2	a + laya	a + laya
alepaka	alepaka	65296	2	a + lepa	a + lepa
alimodA	alimodā	6182	2	ali + moda	ali + moda
aliparRI	aliparṇī	6179	2	ali + parRa	ali + parṇa
aloBa	alobha	6200	2	a + loBa	a + lobha
aloha	aloha	6205	2	a + loha	a + loha
aloka	aloka	6195	2	a + loka	a + loka
alokya	alokya	6197	2	a + lokya	a + lokya
alomaka	alomaka	6201	2	a + loman	a + loman
alpIBU	alpībhū	65318	2	alpa + BU	alpa + bhū
alpabahutva	alpabahutva	65310	2	alpa + bahu	alpa + bahu
amAMsa	amāṃsa	5115	2	a + mAMsa	a + māṃsa
amAMsaka	amāṃsaka	64757	2	a + mAMsa	a + māṃsa
amAjur	amājur	5117	2	amA + jur	amā + jur
amAnasya	amānasya	5123	2	a + mAnasa	a + mānasa
amAnuza	amānuṣa	64760	2	a + mAnuza	a + mānuṣa
amAtAputra	amātāputra	5119	2	a + mAtA	a + mātā
amAtra	amātra	5121	2	a + mAtra	a + mātra
amAtra	amātra	64758	2	a + mAtrA	a + mātrā
amAvasu	amāvasu	5128	2	amA + vasu	amā + vasu
amAya	amāya	5126	2	a + mAyA	a + māyā
amBaHsAra	ambhaḥsāra	5349	2	amBas + sAra	ambhas + sāra
amBoDi	ambhodhi	5362	2	amBas + Di	ambhas + dhi
amBoda	ambhoda	5360	2	amBas + da	ambhas + da
amBoja	ambhoja	5354	2	amBas + ja	ambhas + ja
amBoniDi	ambhonidhi	5364	2	amBas + niDi	ambhas + nidhi
amBoruh	ambhoruh	5366	2	amBas + ruh	ambhas + ruh
amUdfkza	amūdṛkṣa	5193	2	amu + dfkza	amu + dṛkṣa
amUla	amūla	5197	2	a + mUla	a + mūla
amUra	amūra	5194	2	a + mUra	a + mūra
amUrta	amūrta	5195	2	a + mUrta	a + mūrta
amajjaka	amajjaka	64709	2	a + majjan	a + majjan
amala	amala	5106	2	a + mala	a + mala
amalodarI	amalodarī	64753	2	amala + udara	amala + udara
amama	amama	5063	2	a + mama	a + mama
amamri	amamri	5064	2	a + mamri	a + mamri
amanas	amanas	5051	2	a + manas	a + manas
amanaska	amanaska	5053	2	a + manas	a + manas
amanda	amanda	5060	2	a + manda	a + manda
amantraka	amantraka	5058	2	a + mantra	a + mantra
amarADipa	amarādhipa	5089	2	amara + aDipa	amara + adhipa
amarAdri	amarādri	5088	2	amara + adri	amara + adri
amarAri	amarāri	64736	2	amara + ari	amara + ari
amara	amara	5065	2	a + mara	a + mara
amarakowa	amarakoṭa	5067	2	amara + kowa	amara + koṭa
amareSa	amareśa	5093	2	amara + ISa	amara + īśa
amareSvara	amareśvara	5094	2	amara + ISvara	amara + īśvara
amarman	amarman	5099	2	a + marman	a + marman
amarta	amarta	5095	2	a + marta	a + marta
amartya	amartya	5096	2	a + martya	a + martya
amaryAda	amaryāda	5100	2	a + maryAdA	a + maryādā
amarza	amarṣa	5101	2	a + marza	a + marṣa
amarzin	amarṣin	5105	2	a + marza	a + marṣa
amastu	amastu	5111	2	a + mastu	a + mastu
amata	amata	5040	2	a + mata	a + mata
amati	amati	5044	2	a + mati	a + mati
ambUkar	ambūkar	5344	2	ambu + kar	ambu + kar
ambarOkas	ambaraukas	5288	2	ambara + okas	ambara + okas
ambumuc	ambumuc	64874	2	ambu + muc	ambu + muc
ambupa	ambupa	64871	2	ambu + pa	ambu + pa
amedaska	amedaska	5257	2	a + medas	a + medas
ameha	ameha	64833	2	a + meha	a + meha
amena	amena	5260	2	a + menA	a + menā
ameya	ameya	5262	2	a + meya	a + meya
amezwa	ameṣṭa	5263	2	amA + izwa	amā + iṣṭa
amfkta	amṛkta	5198	2	a + mfkta	a + mṛkta
amftAMSu	amṛtāṃśu	64819	2	amfta + aMSu	amṛta + aṃśu
amftIBU	amṛtībhū	64828	2	amfta + BU	amṛta + bhū
amftIkaraRa	amṛtīkaraṇa	64827	2	amfta + kar	amṛta + kar
amfta	amṛta	5200	2	a + mfta	a + mṛta
amfteSaya	amṛteśaya	5247	2	amfta + Saya	amṛta + śaya
amfzA	amṛṣā	5256	2	a + mfzA	a + mṛṣā
amiSra	amiśra	5167	2	a + miSra	a + miśra
amita	amita	5134	2	a + mita	a + mita
amitrAyuD	amitrāyudh	5158	2	amitra + yuD	amitra + yudh
amlAna	amlāna	5407	2	a + mlAna	a + mlāna
amlaloRikA	amlaloṇikā	5392	2	amla + loRa	amla + loṇa
amlowaka	amloṭaka	5412	2	amla + vawaka	amla + vaṭaka
amnas	amnas	5276	2	a + manas	a + manas
amoGAkzI	amoghākṣī	64841	2	amoGa + akza	amogha + akṣa
amoGa	amogha	5265	2	a + moGa	a + mogha
amota	amota	5273	2	amA + uta	amā + uta
amuKa	amukha	5178	2	a + muKa	a + mukha
amuKa	amukha	64795	2	a + muKa	a + mukha
amucI	amucī	5181	2	a + mucI	a + mucī
amugDa	amugdha	5179	2	a + mugDa	a + mugdha
amukta	amukta	5176	2	a + mukta	a + mukta
amuktahasta	amuktahasta	5177	2	amukta + hasta	amukta + hasta
amutraBUya	amutrabhūya	5184	2	amutra + BUya	amutra + bhūya
amuzyaputra	amuṣyaputra	5192	2	amuzya + putra	amuṣya + putra
anABU	anābhū	2534	2	a + ABU	a + ābhū
anABayin	anābhayin	2533	2	a + ABayin	a + ābhayin
anADfz	anādhṛṣ	2515	2	a + ADfz	a + ādhṛṣ
anADfzwa	anādhṛṣṭa	2516	2	a + ADfzwa	a + ādhṛṣṭa
anADfzwi	anādhṛṣṭi	2517	2	a + ADfzwi	a + ādhṛṣṭi
anADfzya	anādhṛṣya	2518	2	a + ADfzya	a + ādhṛṣya
anASIrdA	anāśīrdā	2589	2	a + ASIrdA	a + āśīrdā
anASaka	anāśaka	2585	2	a + ASaka	a + āśaka
anASasta	anāśasta	2587	2	a + ASasta	a + āśasta
anASin	anāśin	2588	2	a + nASin	a + nāśin
anASin	anāśin	63490	2	a + ASin	a + āśin
anASu	anāśu	2590	2	a + ASu	a + āśu
anASvaMs	anāśvaṃs	2592	2	a + ASvaMs	a + āśvaṃs
anATa	anātha	2500	2	a + nATa	a + nātha
anATapiRqada	anāthapiṇḍada	2501	2	anATa + piRqada	anātha + piṇḍada
anATapiRqika	anāthapiṇḍika	2502	2	anATa + piRqa	anātha + piṇḍa
anAbADa	anābādha	2532	2	a + AbADA	a + ābādhā
anAcAra	anācāra	2488	2	a + AcAra	a + ācāra
anAda	anāda	2503	2	a + nAda	a + nāda
anAdara	anādara	2504	2	a + Adara	a + ādara
anAdaraRa	anādaraṇa	2506	2	a + AdaraRa	a + ādaraṇa
anAdeya	anādeya	2511	2	a + Adeya	a + ādeya
anAdfta	anādṛta	2510	2	a + Adfta	a + ādṛta
anAdi	anādi	2507	2	a + Adi	a + ādi
anAdimant	anādimant	2508	2	a + Adimant	a + ādimant
anAdizwa	anādiṣṭa	2509	2	a + Adizwa	a + ādiṣṭa
anAdya	anādya	2512	2	a + Adya	a + ādya
anAdyananta	anādyananta	2513	2	anAdi + ananta	anādi + ananta
anAdyanta	anādyanta	2514	2	a + Adyanta	a + ādyanta
anAgA	anāgā	2483	2	a + AgA	a + āgā
anAgAmin	anāgāmin	2485	2	a + AgAmin	a + āgāmin
anAga	anāga	2476	2	a + Aga	a + āga
anAgamizyant	anāgamiṣyant	2481	2	a + Agamizyant	a + āgamiṣyant
anAgas	anāgas	2482	2	a + Agas	a + āgas
anAgatArtavA	anāgatārtavā	2480	2	anAgata + Artava	anāgata + ārtava
anAgata	anāgata	2477	2	a + Agata	a + āgata
anAgataviDAtar	anāgatavidhātar	2479	2	anAgata + viDAtar	anāgata + vidhātar
anAgohatyA	anāgohatyā	2487	2	anAgas + hatyA	anāgas + hatyā
anAhAra	anāhāra	2599	2	a + AhAra	a + āhāra
anAhata	anāhata	2598	2	a + Ahata	a + āhata
anAhitAgni	anāhitāgni	2601	2	a + AhitAgni	a + āhitāgni
anAhuti	anāhuti	2603	2	a + Ahuti	a + āhuti
anAjYAta	anājñāta	2490	2	a + AjYAta	a + ājñāta
anAkASa	anākāśa	2471	2	a + AkASa	a + ākāśa
anAkAla	anākāla	2469	2	a + AkAla	a + ākāla
anAkfta	anākṛta	2473	2	a + Akfta	a + ākṛta
anAkrAntA	anākrāntā	2474	2	a + AkrAnta	a + ākrānta
anAkula	anākula	2472	2	a + Akula	a + ākula
anAkzit	anākṣit	2475	2	a + Akzit	a + ākṣit
anAlamba	anālamba	2575	2	a + Alamba	a + ālamba
anAmaka	anāmaka	2535	2	a + nAman	a + nāman
anAman	anāman	2537	2	a + nAman	a + nāman
anAmaya	anāmaya	2539	2	a + Amaya	a + āmaya
anAmayant	anāmayant	2540	2	a + Amayant	a + āmayant
anAmayitnu	anāmayitnu	2541	2	a + Amayitnu	a + āmayitnu
anAmfRa	anāmṛṇa	2544	2	a + AmfRa	a + āmṛṇa
anAmfta	anāmṛta	2545	2	a + Amfta	a + āmṛta
anAmikA	anāmikā	2542	2	a + nAman	a + nāman
anAmin	anāmin	2543	2	a + nAmin	a + nāmin
anAnata	anānata	2519	2	a + Anata	a + ānata
anAnuBUti	anānubhūti	2523	2	a + anuBUti	a + anubhūti
anAnuda	anānuda	2521	2	a + anuda	a + anuda
anAnudizwa	anānudiṣṭa	2522	2	a + anudizwa	a + anudiṣṭa
anAnukftya	anānukṛtya	2520	2	a + anukftya	a + anukṛtya
anApAna	anāpāna	2525	2	a + ApAna	a + āpāna
anApUyita	anāpūyita	2527	2	a + ApUyita	a + āpūyita
anApad	anāpad	2524	2	a + Apad	a + āpad
anApi	anāpi	2526	2	a + Api	a + āpi
anApta	anāpta	2528	2	a + Apta	a + āpta
anApti	anāpti	2529	2	a + Apti	a + āpti
anApya	anāpya	2530	2	a + Apya	a + āpya
anAraByADIta	anārabhyādhīta	2561	2	a + AraBya	a + ārabhya
anAraBya	anārabhya	2559	2	a + AraBya	a + ārabhya
anAraByavAda	anārabhyavāda	2560	2	a + AraBya	a + ārabhya
anAramBaRa	anārambhaṇa	2563	2	a + AramBaRa	a + ārambhaṇa
anArambaRa	anārambaṇa	2562	2	a + ArambaRa	a + ārambaṇa
anArata	anārata	2558	2	a + Arata	a + ārata
anArjava	anārjava	2565	2	a + Arjava	a + ārjava
anArogya	anārogya	2564	2	a + Arogya	a + ārogya
anArta	anārta	63478	2	a + Arta	a + ārta
anArtava	anārtava	2566	2	a + Artava	a + ārtava
anArya	anārya	2567	2	a + Arya	a + ārya
anAryaja	anāryaja	2570	2	anArya + ja	anārya + ja
anAryakarmin	anāryakarmin	2569	2	anArya + karma	anārya + karma
anAryatikta	anāryatikta	2572	2	anArya + tikta	anārya + tikta
anArza	anārṣa	2573	2	a + Arza	a + ārṣa
anArzeya	anārṣeya	2574	2	a + Arzeya	a + ārṣeya
anAs	anās	2594	2	a + As	a + ās
anAsTAna	anāsthāna	2596	2	a + AsTAna	a + āsthāna
anAsika	anāsika	2595	2	a + nAsikA	a + nāsikā
anAsrAva	anāsrāva	2597	2	a + AsrAva	a + āsrāva
anAtapa	anātapa	2492	2	a + Atapa	a + ātapa
anAtapa	anātapa	2493	2	a + Atura	a + ātura
anAtata	anātata	2491	2	a + Atata	a + ātata
anAtmajYa	anātmajña	2495	2	a + AtmajYa	a + ātmajña
anAtmaka	anātmaka	2494	2	a + Atman	a + ātman
anAtman	anātman	2496	2	a + Atman	a + ātman
anAtmavant	anātmavant	2498	2	a + Atmavant	a + ātmavant
anAtmya	anātmya	2499	2	a + Atmya	a + ātmya
anAvaraRa	anāvaraṇa	63482	2	a + AvaraRa	a + āvaraṇa
anAvayA	anāvayā	2576	2	a + avayA	a + avayā
anAvft	anāvṛt	2579	2	a + Avft	a + āvṛt
anAvftta	anāvṛtta	2580	2	a + Avftta	a + āvṛtta
anAvfzwi	anāvṛṣṭi	2581	2	a + Avfzwi	a + āvṛṣṭi
anAvidDa	anāviddha	2577	2	a + AvidDa	a + āviddha
anAvila	anāvila	2578	2	a + Avila	a + āvila
anAvraska	anāvraska	2583	2	a + Avraska	a + āvraska
anAvyADa	anāvyādha	2582	2	a + AvyADa	a + āvyādha
anAyAsa	anāyāsa	2552	2	a + AyAsa	a + āyāsa
anAyaka	anāyaka	2546	2	a + nAyaka	a + nāyaka
anAyata	anāyata	2547	2	a + Ayata	a + āyata
anAyatana	anāyatana	2548	2	a + Ayatana	a + āyatana
anAyatanavant	anāyatanavant	2550	2	a + Ayatanavant	a + āyatanavant
